 ,Time(s)
1,0.000
2,0.754
3,1.753
4,2.026
5,3.027
6,4.026
7,5.027
8,6.026
9,7.027
10,8.027
11,9.027
12,10.027
13,11.027
14,12.026
15,13.027
16,14.027
17,15.026
18,16.027
19,17.027
20,18.027
21,19.027
22,20.027
23,21.027
24,22.027
25,23.027
26,24.027
27,25.026
28,26.027
29,27.027
30,28.027
31,29.027
32,30.027
33,31.027
34,32.026
35,33.026
36,34.026
37,35.027
38,36.027
39,37.027
40,38.026
41,39.027
42,40.027
43,41.026
44,42.027
45,43.026
46,44.027
47,45.027
48,46.026
49,47.027
50,48.026
51,49.027
52,50.026
53,51.027
54,52.026
55,53.027
56,54.027
57,55.026
58,56.027
59,57.026
60,58.026
61,59.026
62,60.027
63,61.026
64,62.026
