 ,Time(s)
1,0.000
2,0.751
3,1.751
4,2.024
5,3.025
6,4.025
7,5.025
8,6.025
9,7.025
10,8.025
11,9.025
12,10.024
13,11.025
14,12.025
15,13.025
16,14.025
17,15.025
18,16.025
19,17.025
20,18.025
21,19.024
22,20.024
23,21.024
24,22.024
25,23.025
26,24.025
27,25.024
28,26.025
29,27.025
30,28.025
31,29.025
32,30.025
33,31.025
34,32.024
35,33.025
36,34.025
37,35.025
38,36.025
39,37.025
40,38.024
41,39.025
42,40.025
43,41.025
44,42.024
45,43.025
46,44.025
47,45.025
48,46.025
49,47.024
50,48.024
51,49.024
52,50.025
53,51.024
54,52.025
55,53.025
56,54.024
57,55.024
58,56.024
59,57.025
60,58.024
61,59.024
62,60.024
63,61.024
64,62.024
