 ,Time(s)
1,0.000
2,0.783
3,1.784
4,2.057
5,3.058
6,4.058
7,5.058
8,6.057
9,7.057
10,8.059
11,9.058
12,10.058
13,11.057
14,12.058
15,13.058
16,14.057
17,15.057
18,16.058
19,17.058
20,18.059
21,19.058
22,20.058
23,21.058
24,22.058
25,23.057
26,24.058
27,25.059
28,26.058
29,27.058
30,28.058
31,29.058
32,30.058
33,31.058
34,32.058
35,33.057
36,34.057
37,35.058
38,36.057
39,37.057
40,38.058
41,39.057
42,40.058
43,41.058
44,42.058
45,43.057
46,44.058
47,45.058
48,46.058
49,47.058
50,48.057
51,49.058
52,50.057
53,51.058
54,52.058
55,53.058
56,54.058
57,55.057
58,56.057
59,57.058
60,58.058
61,59.058
62,60.057
63,61.057
64,62.057
