 ,Time(s)
1,0.000
2,0.763
3,1.763
4,2.036
5,3.037
6,4.038
7,5.038
8,6.037
9,7.038
10,8.037
11,9.037
12,10.037
13,11.036
14,12.036
15,13.037
16,14.037
17,15.037
18,16.036
19,17.037
20,18.037
21,19.037
22,20.037
23,21.037
24,22.037
25,23.037
26,24.036
27,25.036
28,26.037
29,27.037
30,28.037
31,29.036
32,30.036
33,31.036
34,32.036
35,33.037
36,34.037
37,35.037
38,36.037
39,37.037
40,38.036
41,39.036
42,40.036
43,41.037
44,42.037
45,43.037
46,44.037
47,45.036
48,46.037
49,47.037
50,48.037
51,49.036
52,50.037
53,51.037
54,52.037
55,53.037
56,54.037
57,55.036
58,56.037
59,57.037
60,58.036
61,59.037
62,60.036
63,61.036
64,62.037
