 ,Time(s)
1,0.000
2,0.791
3,1.791
4,2.065
5,3.066
6,4.065
7,5.066
8,6.066
9,7.065
10,8.066
11,9.066
12,10.067
13,11.065
14,12.065
15,13.065
16,14.066
17,15.066
18,16.065
19,17.066
20,18.066
21,19.065
22,20.066
23,21.066
24,22.065
25,23.066
26,24.066
27,25.065
28,26.066
29,27.066
30,28.066
31,29.066
32,30.066
33,31.066
34,32.065
35,33.065
36,34.066
37,35.065
38,36.066
39,37.066
40,38.065
41,39.065
42,40.065
43,41.065
44,42.065
45,43.065
46,44.066
47,45.065
48,46.065
49,47.066
50,48.065
51,49.066
52,50.065
53,51.065
54,52.065
55,53.065
56,54.066
57,55.064
58,56.065
59,57.065
60,58.066
61,59.065
62,60.066
63,61.066
64,62.065
