 ,Time(s)
1,0.000
2,0.788
3,1.789
4,2.062
5,3.061
6,4.061
7,5.062
8,6.062
9,7.062
10,8.062
11,9.062
12,10.062
13,11.061
14,12.062
15,13.062
16,14.063
17,15.062
18,16.062
19,17.062
20,18.062
21,19.062
22,20.062
23,21.062
24,22.062
25,23.062
26,24.061
27,25.062
28,26.061
29,27.062
30,28.062
31,29.061
32,30.061
33,31.062
34,32.061
35,33.061
36,34.062
37,35.062
38,36.062
39,37.062
40,38.061
41,39.061
42,40.062
43,41.062
44,42.062
45,43.063
46,44.061
47,45.062
48,46.062
49,47.062
50,48.061
51,49.062
52,50.062
53,51.061
54,52.062
55,53.061
56,54.062
57,55.062
58,56.061
59,57.062
60,58.062
61,59.062
62,60.062
63,61.062
64,62.062
