 ,Time(s)
1,0.000
2,0.765
3,1.765
4,2.038
5,3.038
6,4.038
7,5.039
8,6.038
9,7.039
10,8.039
11,9.038
12,10.039
13,11.039
14,12.038
15,13.039
16,14.039
17,15.038
18,16.039
19,17.039
20,18.038
21,19.039
22,20.039
23,21.039
24,22.039
25,23.038
26,24.038
27,25.038
28,26.038
29,27.039
30,28.038
31,29.038
32,30.039
33,31.038
34,32.039
35,33.038
36,34.039
37,35.039
38,36.038
39,37.038
40,38.037
41,39.038
42,40.038
43,41.037
44,42.039
45,43.038
46,44.039
47,45.038
48,46.038
49,47.038
50,48.038
51,49.039
52,50.038
53,51.038
54,52.038
55,53.038
56,54.038
57,55.038
58,56.038
59,57.037
60,58.038
61,59.038
62,60.037
63,61.038
64,62.037
