 ,Time(s)
1,0.000
2,0.793
3,1.793
4,2.066
5,3.066
6,4.068
7,5.067
8,6.067
9,7.066
10,8.067
11,9.067
12,10.067
13,11.068
14,12.067
15,13.067
16,14.067
17,15.067
18,16.067
19,17.066
20,18.067
21,19.067
22,20.067
23,21.067
24,22.067
25,23.067
26,24.066
27,25.067
28,26.067
29,27.066
30,28.067
31,29.066
32,30.067
33,31.067
34,32.067
35,33.066
36,34.067
37,35.067
38,36.067
39,37.067
40,38.067
41,39.067
42,40.067
43,41.067
44,42.066
45,43.067
46,44.066
47,45.066
48,46.067
49,47.067
50,48.067
51,49.067
52,50.067
53,51.066
54,52.066
55,53.067
56,54.066
57,55.066
58,56.065
59,57.066
60,58.066
61,59.067
62,60.067
63,61.066
64,62.067
