 ,Time(s)
1,0.000
2,0.777
3,1.778
4,2.051
5,3.052
6,4.052
7,5.052
8,6.052
9,7.052
10,8.051
11,9.051
12,10.051
13,11.051
14,12.051
15,13.051
16,14.051
17,15.051
18,16.052
19,17.052
20,18.052
21,19.051
22,20.052
23,21.051
24,22.051
25,23.051
26,24.052
27,25.051
28,26.051
29,27.052
30,28.052
31,29.052
32,30.050
33,31.051
34,32.051
35,33.051
36,34.051
37,35.051
38,36.050
39,37.052
40,38.052
41,39.051
42,40.051
43,41.051
44,42.051
45,43.051
46,44.051
47,45.051
48,46.051
49,47.051
50,48.051
51,49.052
52,50.051
53,51.052
54,52.050
55,53.051
56,54.051
57,55.051
58,56.051
59,57.051
60,58.050
61,59.051
62,60.050
63,61.050
64,62.051
