 ,Time(s)
1,0.000
2,0.779
3,1.778
4,2.046
5,3.047
6,4.046
7,5.047
8,6.047
9,7.046
10,8.047
11,9.047
12,10.047
13,11.047
14,12.047
15,13.047
16,14.047
17,15.046
18,16.046
19,17.046
20,18.047
21,19.047
22,20.047
23,21.046
24,22.047
25,23.046
26,24.048
27,25.046
28,26.046
29,27.046
30,28.047
31,29.047
32,30.047
33,31.047
34,32.046
35,33.047
36,34.046
37,35.047
38,36.047
39,37.047
40,38.047
41,39.046
42,40.047
43,41.046
44,42.046
45,43.047
46,44.047
47,45.046
48,46.047
49,47.046
50,48.047
51,49.047
52,50.047
53,51.046
54,52.047
55,53.047
56,54.047
57,55.047
58,56.046
59,57.047
60,58.047
61,59.047
62,60.047
63,61.046
64,62.047
