 ,Time(s)
1,0.000
2,0.776
3,1.776
4,2.049
5,3.050
6,4.050
7,5.049
8,6.050
9,7.050
10,8.050
11,9.049
12,10.050
13,11.050
14,12.049
15,13.050
16,14.050
17,15.050
18,16.050
19,17.050
20,18.050
21,19.050
22,20.050
23,21.050
24,22.050
25,23.050
26,24.050
27,25.050
28,26.050
29,27.050
30,28.050
31,29.050
32,30.050
33,31.050
34,32.050
35,33.050
36,34.050
37,35.050
38,36.050
39,37.050
40,38.050
41,39.050
42,40.050
43,41.050
44,42.050
45,43.049
46,44.050
47,45.050
48,46.050
49,47.050
50,48.049
51,49.050
52,50.050
53,51.050
54,52.050
55,53.049
56,54.050
57,55.049
58,56.050
59,57.050
60,58.049
61,59.050
62,60.050
63,61.049
64,62.050
