 ,Time(s)
1,0.000
2,0.785
3,1.785
4,2.058
5,3.060
6,4.059
7,5.060
8,6.059
9,7.059
10,8.059
11,9.059
12,10.059
13,11.060
14,12.059
15,13.060
16,14.058
17,15.060
18,16.059
19,17.059
20,18.059
21,19.059
22,20.059
23,21.059
24,22.059
25,23.059
26,24.059
27,25.059
28,26.059
29,27.059
30,28.058
31,29.059
32,30.059
33,31.059
34,32.059
35,33.059
36,34.058
37,35.059
38,36.059
39,37.059
40,38.059
41,39.058
42,40.059
43,41.059
44,42.059
45,43.059
46,44.059
47,45.059
48,46.058
49,47.058
50,48.059
51,49.059
52,50.058
53,51.059
54,52.058
55,53.059
56,54.058
57,55.058
58,56.059
59,57.058
60,58.059
61,59.058
62,60.059
63,61.059
64,62.058
