 ,Time(s)
1,0.000
2,0.758
3,1.758
4,2.029
5,3.030
6,4.030
7,5.029
8,6.030
9,7.030
10,8.029
11,9.030
12,10.030
13,11.029
14,12.029
15,13.029
16,14.030
17,15.030
18,16.029
19,17.030
20,18.030
21,19.029
22,20.030
23,21.030
24,22.029
25,23.029
26,24.030
27,25.030
28,26.029
29,27.029
30,28.030
31,29.030
32,30.030
33,31.030
34,32.029
35,33.030
36,34.029
37,35.030
38,36.030
39,37.030
40,38.030
41,39.030
42,40.029
43,41.029
44,42.030
45,43.030
46,44.030
47,45.030
48,46.030
49,47.030
50,48.030
51,49.030
52,50.030
53,51.029
54,52.029
55,53.029
56,54.030
57,55.029
58,56.030
59,57.029
60,58.029
61,59.030
62,60.029
63,61.029
64,62.029
