 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,106.597,100.428,105.093
2,106.036,100.304,105.281
3,105.253,100.371,105.207
4,101.445,100.292,105.150
5,102.339,100.357,104.786
6,102.460,100.225,104.653
7,102.523,100.204,104.852
8,102.761,100.253,104.760
9,103.041,100.299,104.678
10,102.711,100.313,104.669
11,102.546,100.245,105.113
12,103.360,100.221,105.100
13,102.927,100.187,104.892
14,103.192,100.397,104.618
15,103.512,100.216,104.741
16,103.508,100.148,104.643
17,103.671,100.441,104.606
18,103.789,100.195,104.586
19,104.184,100.182,104.714
20,103.816,100.217,104.892
21,104.068,100.138,104.910
22,104.083,100.231,104.702
23,103.650,100.198,105.006
24,104.007,100.137,105.187
25,103.838,100.103,105.378
26,103.778,100.253,105.559
27,104.256,100.347,105.725
28,104.184,100.211,105.709
29,104.042,100.342,105.659
30,103.913,100.149,105.522
31,104.338,100.084,105.279
32,104.030,100.283,105.447
33,103.654,100.041,105.854
34,103.916,100.247,105.673
35,103.582,100.107,105.521
36,103.508,100.333,104.902
37,103.745,100.267,105.364
38,103.910,100.106,104.888
39,103.956,100.017,105.242
40,103.736,100.056,105.362
41,103.931,100.234,104.982
42,103.676,100.181,105.129
43,104.143,100.081,105.088
44,104.109,100.241,104.900
45,104.040,100.260,105.243
46,104.057,100.127,105.125
47,103.896,100.164,105.209
48,104.218,100.176,104.942
49,104.037,100.132,105.090
50,104.258,100.071,105.055
51,103.958,100.180,105.100
52,103.977,100.236,105.229
53,104.352,100.311,105.197
54,103.930,99.978,105.276
55,103.932,100.320,104.928
56,104.154,100.283,104.925
57,104.111,100.158,104.998
58,104.329,100.104,105.174
59,104.391,100.101,105.287
60,104.271,100.167,104.978
61,103.938,100.080,104.799
62,104.211,100.276,104.612
63,104.146,100.064,104.746
64,104.253,100.081,104.992
