 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,114.271,99.772,109.064
2,113.761,99.743,108.971
3,114.026,99.685,109.497
4,102.838,99.841,109.300
5,104.442,99.887,109.578
6,105.263,99.622,109.286
7,106.347,99.782,108.702
8,106.784,99.873,108.876
9,107.255,99.633,108.787
10,107.400,99.760,108.286
11,108.052,99.919,108.141
12,108.296,99.768,108.083
13,109.050,99.835,108.316
14,108.439,99.751,108.529
15,108.507,99.801,108.514
16,109.381,99.784,108.606
17,109.472,99.809,108.700
18,109.548,99.681,109.226
19,109.574,99.610,108.813
20,109.703,99.688,108.986
21,109.536,99.802,108.398
22,110.332,99.751,108.618
23,110.147,99.676,108.402
24,110.364,99.720,109.003
25,109.913,99.912,108.857
26,110.798,99.680,108.647
27,110.815,99.811,108.401
28,110.084,99.743,108.353
29,110.635,99.717,108.291
30,110.784,99.768,108.699
31,111.148,99.799,108.116
32,110.941,99.765,108.027
33,110.962,99.661,108.149
34,110.689,99.778,108.972
35,110.989,99.705,108.482
36,110.482,99.902,108.630
37,110.565,99.827,108.315
38,111.065,99.616,108.731
39,110.887,99.700,108.804
40,110.474,99.847,108.241
41,110.677,99.745,107.665
42,110.833,99.925,108.325
43,110.525,99.835,108.381
44,110.628,99.726,108.779
45,110.692,99.854,108.547
46,110.935,99.730,108.372
47,111.507,99.724,108.543
48,111.323,99.671,108.854
49,110.980,99.622,108.973
50,110.887,99.842,108.244
51,111.289,99.621,108.454
52,111.478,99.646,108.265
53,111.044,100.004,108.614
54,111.385,99.720,109.008
55,111.735,99.652,108.850
56,111.571,99.833,108.471
57,111.362,99.782,109.018
58,111.390,99.736,109.027
59,111.196,99.718,108.816
60,111.470,99.827,108.701
61,111.671,99.740,108.672
62,111.448,99.785,108.882
63,112.118,99.755,108.812
64,111.952,99.852,109.196
