 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,113.170,99.784,108.718
2,112.535,99.852,108.638
3,112.457,99.781,108.281
4,102.396,99.902,108.075
5,104.687,99.931,108.448
6,105.733,99.706,108.530
7,106.409,99.843,107.799
8,106.942,99.845,107.976
9,107.523,99.929,107.834
10,107.935,99.945,107.610
11,108.445,99.689,108.190
12,108.479,99.842,108.204
13,109.410,99.898,108.084
14,109.493,99.828,108.253
15,108.994,99.941,107.645
16,109.184,99.914,108.359
17,109.146,99.839,108.006
18,109.603,99.814,107.785
19,109.397,99.783,108.147
20,109.281,99.839,108.129
21,109.402,99.870,108.009
22,109.809,99.916,108.241
23,109.723,99.830,108.561
24,109.088,99.747,108.050
25,109.209,99.828,108.669
26,109.307,99.813,107.961
27,109.620,99.863,108.598
28,109.793,99.744,108.317
29,109.300,99.800,108.801
30,110.042,99.793,108.474
31,109.202,99.624,108.349
32,109.491,99.930,107.853
33,109.566,99.897,107.665
34,109.336,99.907,108.384
35,109.294,99.776,108.550
36,109.296,99.707,108.500
37,109.769,99.764,108.727
38,109.689,99.789,107.955
39,109.438,99.800,107.893
40,109.306,99.953,108.655
41,109.330,99.961,108.789
42,109.410,99.842,108.928
43,109.730,99.748,108.436
44,109.708,99.770,108.616
45,109.888,99.771,108.557
46,109.675,99.844,108.947
47,110.969,99.895,108.365
48,110.261,99.782,108.772
49,110.453,99.968,108.897
50,109.959,99.979,109.086
51,110.631,99.782,108.503
52,110.452,99.671,107.915
53,110.102,99.826,108.347
54,109.587,99.911,108.537
55,109.698,99.683,108.999
56,109.747,99.819,109.318
57,110.165,99.949,108.605
58,109.602,99.906,108.413
59,109.795,99.939,108.194
60,109.850,99.819,108.512
61,110.247,99.924,107.976
62,109.950,99.723,107.913
63,109.797,99.858,108.360
64,110.015,99.939,108.235
