 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.132,99.934,108.804
2,111.165,99.848,108.493
3,110.431,99.723,108.707
4,101.709,99.624,108.435
5,103.917,99.557,108.440
6,105.352,99.740,108.562
7,105.509,99.727,108.300
8,106.763,99.891,108.653
9,107.215,99.814,108.085
10,107.174,99.754,108.124
11,107.218,99.671,108.272
12,108.166,99.776,108.238
13,108.871,99.610,108.594
14,108.749,99.698,108.714
15,108.348,99.636,109.256
16,108.390,99.801,108.789
17,108.250,99.826,108.472
18,108.445,99.875,108.609
19,108.659,99.915,108.633
20,108.705,99.675,108.874
21,108.887,99.691,108.950
22,108.858,99.775,108.763
23,108.230,99.839,109.071
24,109.267,99.833,108.387
25,108.624,99.857,108.415
26,109.065,99.665,108.914
27,108.814,99.710,107.697
28,109.308,99.735,108.540
29,109.575,99.841,107.978
30,109.029,99.805,107.997
31,108.578,99.827,108.201
32,109.028,99.865,108.308
33,108.888,99.723,108.485
34,109.016,99.646,107.787
35,109.154,99.736,108.279
36,109.004,99.676,107.971
37,108.996,99.593,108.049
38,108.799,99.879,108.378
39,108.602,99.737,108.482
40,108.939,99.552,108.776
41,109.272,99.761,108.135
42,110.172,99.733,108.558
43,109.599,99.942,108.426
44,109.388,99.771,108.586
45,109.309,99.766,107.936
46,109.042,99.672,108.530
47,109.484,99.727,107.839
48,109.996,99.643,107.909
49,109.703,99.608,108.045
50,109.732,99.783,108.774
51,109.879,99.835,108.176
52,110.118,99.628,108.404
53,109.675,99.702,108.104
54,109.824,99.773,108.124
55,110.116,99.676,108.579
56,109.466,99.643,108.204
57,109.795,99.794,108.402
58,109.736,99.737,108.582
59,109.445,99.748,108.469
60,109.520,99.640,108.215
61,109.973,99.744,108.438
62,109.990,99.709,108.294
63,110.124,99.658,108.279
64,110.316,99.806,108.520
