 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.955,99.990,109.872
2,108.878,99.911,109.180
3,108.914,99.912,109.564
4,101.675,99.902,109.559
5,102.253,99.994,109.094
6,102.754,99.841,108.891
7,103.169,100.111,108.912
8,103.670,99.946,109.282
9,103.685,99.884,108.904
10,103.948,100.051,108.559
11,104.057,99.808,109.209
12,104.439,100.165,108.961
13,104.493,99.949,109.502
14,104.692,100.079,109.335
15,104.850,99.955,108.874
16,104.989,99.884,108.895
17,105.140,99.940,109.383
18,105.682,99.871,109.354
19,105.513,99.890,109.684
20,105.966,99.934,109.738
21,106.453,100.065,109.173
22,106.323,99.973,109.423
23,106.489,99.901,108.790
24,106.632,99.956,109.463
25,106.219,99.736,110.002
26,106.473,99.940,109.712
27,106.639,99.987,109.343
28,106.652,99.995,109.609
29,106.352,99.926,109.891
30,106.525,99.862,109.811
31,106.718,99.982,109.619
32,107.229,99.814,109.780
33,106.916,99.960,109.169
34,106.910,99.772,109.188
35,106.889,99.853,109.576
36,107.086,100.030,109.609
37,107.100,99.965,109.811
38,106.861,99.870,109.521
39,107.019,99.921,109.378
40,107.017,100.047,109.897
41,106.772,99.825,110.088
42,106.382,99.782,109.658
43,106.551,99.838,109.241
44,106.500,99.957,109.518
45,107.097,99.945,108.990
46,106.970,99.972,108.789
47,107.320,99.883,108.931
48,107.015,99.854,109.409
49,107.414,99.999,109.782
50,107.466,99.965,109.018
51,107.025,99.863,108.741
52,106.877,99.952,108.681
53,107.499,99.802,109.049
54,107.493,99.972,109.382
55,107.810,100.111,109.013
56,107.788,99.981,108.902
57,108.204,100.041,109.582
58,108.099,99.897,108.710
59,108.212,99.881,108.135
60,107.943,100.023,108.407
61,107.533,99.873,108.594
62,107.935,99.912,108.488
63,107.713,99.812,108.723
64,107.711,99.968,109.313
