 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.254,99.849,109.697
2,110.582,100.086,109.209
3,110.781,99.913,109.440
4,102.283,100.075,109.598
5,102.901,99.919,109.422
6,103.887,100.066,109.737
7,103.853,99.865,109.549
8,104.126,99.963,109.609
9,104.403,99.849,109.638
10,104.688,99.812,109.889
11,105.061,99.833,110.268
12,104.960,99.876,109.624
13,104.982,99.919,109.589
14,104.904,99.971,109.691
15,105.422,99.896,109.787
16,105.275,99.899,109.223
17,106.113,99.948,109.358
18,105.665,100.018,110.180
19,105.907,99.971,110.008
20,106.077,100.011,109.624
21,106.371,99.924,110.052
22,106.217,99.970,109.947
23,106.226,99.997,110.324
24,106.726,99.994,109.728
25,106.774,99.846,110.053
26,106.683,99.811,110.021
27,106.924,99.933,110.160
28,106.979,99.967,110.559
29,106.744,99.918,109.998
30,106.523,99.907,110.326
31,107.182,99.892,110.301
32,107.065,99.971,110.196
33,106.979,99.954,109.826
34,107.183,99.818,110.569
35,107.446,99.717,110.359
36,107.392,99.875,109.693
37,107.373,99.971,109.665
38,107.460,99.891,109.568
39,107.442,99.992,109.079
40,107.610,99.935,109.396
41,107.833,99.945,109.470
42,107.523,99.960,109.431
43,107.789,99.889,109.465
44,107.559,100.092,109.639
45,107.803,99.956,109.559
46,107.931,100.024,109.796
47,108.141,99.907,110.209
48,107.909,99.847,109.864
49,107.980,100.041,109.429
50,108.202,99.846,109.844
51,107.559,99.899,109.780
52,107.771,100.029,110.205
53,107.653,99.924,109.976
54,107.739,99.845,110.384
55,108.112,99.829,110.423
56,108.298,99.915,110.337
57,107.794,99.918,109.795
58,108.083,99.945,109.679
59,107.945,100.009,110.103
60,107.625,99.948,109.192
61,107.832,99.886,109.637
62,107.775,99.841,109.666
63,108.147,99.823,110.416
64,107.561,100.004,110.435
