 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.884,100.221,106.473
2,107.737,100.406,106.318
3,107.587,100.324,106.324
4,101.784,100.374,106.343
5,102.500,100.180,106.243
6,103.274,100.317,106.133
7,103.825,100.293,106.403
8,104.195,100.175,106.540
9,104.235,100.194,106.278
10,104.193,100.302,106.032
11,104.345,100.247,105.961
12,104.653,100.269,106.012
13,104.436,100.213,106.067
14,105.157,100.359,106.277
15,104.928,100.191,105.815
16,104.567,100.150,106.224
17,105.166,100.093,106.171
18,105.013,100.223,105.868
19,105.192,100.185,106.085
20,105.438,100.354,106.285
21,105.157,100.002,105.849
22,105.356,100.322,105.685
23,105.697,100.216,105.620
24,105.284,100.277,105.694
25,105.205,100.273,106.067
26,105.263,100.429,105.971
27,105.424,100.299,105.733
28,105.650,100.020,105.794
29,105.647,100.207,105.917
30,106.247,100.302,106.061
31,105.793,100.007,105.960
32,105.852,100.257,105.660
33,105.980,100.282,105.065
34,106.035,100.141,105.130
35,106.152,100.158,105.504
36,106.162,100.294,105.516
37,106.221,100.116,105.606
38,106.392,100.278,105.703
39,106.128,100.197,105.582
40,106.301,100.282,105.677
41,106.407,100.205,105.521
42,106.013,100.178,106.171
43,105.970,100.307,106.176
44,106.341,100.194,106.081
45,106.688,100.187,105.994
46,106.301,100.306,105.913
47,105.785,100.182,105.767
48,105.953,100.178,105.333
49,106.117,100.157,105.657
50,105.970,100.093,106.047
51,106.005,100.138,105.993
52,106.219,100.029,105.768
53,106.465,100.199,105.955
54,106.386,100.189,106.098
55,107.135,100.095,105.820
56,106.298,100.094,105.753
57,105.981,100.065,105.777
58,106.044,100.194,105.439
59,106.298,100.051,105.882
60,106.694,100.235,105.443
61,106.215,100.178,105.529
62,106.388,100.189,105.969
63,106.507,100.160,105.757
64,106.594,100.048,105.682
