 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,106.814,100.147,109.318
2,106.971,99.903,108.726
3,107.207,100.132,108.968
4,100.821,100.007,108.830
5,101.743,100.041,108.788
6,102.957,100.152,108.736
7,103.357,100.041,108.911
8,104.104,100.021,108.407
9,103.761,100.089,108.321
10,104.044,100.068,108.438
11,104.058,99.895,107.959
12,104.578,99.940,108.041
13,104.217,99.980,108.021
14,104.875,100.602,107.989
15,104.802,100.287,108.032
16,105.515,100.431,107.484
17,105.602,100.200,108.204
18,105.546,100.192,108.151
19,105.073,100.153,108.225
20,105.342,100.320,108.122
21,104.709,99.984,108.448
22,105.054,100.157,108.605
23,105.247,99.992,108.438
24,105.234,100.095,108.076
25,105.239,99.914,108.265
26,105.041,99.966,108.392
27,104.972,99.915,108.212
28,105.224,100.009,108.528
29,105.685,100.147,108.538
30,105.243,99.959,108.216
31,105.412,99.971,108.028
32,105.664,100.088,108.334
33,105.478,100.190,107.588
34,105.659,100.023,107.716
35,105.689,100.030,108.029
36,105.902,99.974,107.605
37,105.966,99.899,107.951
38,106.065,99.937,108.489
39,105.534,100.025,108.890
40,106.074,99.999,108.171
41,106.094,100.153,108.334
42,105.518,99.912,108.820
43,106.347,99.903,108.474
44,105.845,100.148,108.447
45,105.249,100.085,108.582
46,105.268,100.227,108.223
47,105.020,100.066,108.661
48,105.732,100.019,108.358
49,105.625,99.971,108.679
50,105.017,100.116,108.879
51,105.412,100.104,108.357
52,105.556,100.106,108.156
53,105.618,100.045,108.256
54,105.252,100.337,108.394
55,105.889,100.311,107.931
56,105.733,100.124,108.162
57,105.881,100.126,107.885
58,105.901,100.072,108.145
59,105.224,100.389,107.946
60,105.800,100.202,108.461
61,106.027,99.978,108.314
62,105.791,100.181,108.733
63,105.583,100.044,108.507
64,105.227,100.147,108.803
