 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.288,99.776,107.278
2,108.817,99.971,107.248
3,109.085,99.876,106.643
4,102.459,100.053,106.649
5,103.585,99.742,106.161
6,103.987,99.892,106.783
7,104.504,99.770,106.395
8,104.952,99.795,106.583
9,104.931,99.915,106.336
10,105.615,99.869,106.453
11,105.624,100.081,106.946
12,105.565,99.827,106.843
13,105.894,99.862,106.629
14,106.171,99.946,105.855
15,106.432,99.830,106.451
16,106.674,99.820,106.263
17,106.688,99.935,106.652
18,106.659,99.731,106.085
19,106.588,99.721,106.288
20,106.907,99.971,106.131
21,106.859,99.781,106.033
22,106.543,99.880,106.435
23,106.609,99.805,106.259
24,106.471,99.871,106.486
25,107.380,99.890,106.142
26,107.038,99.866,106.079
27,106.728,99.951,106.171
28,106.738,99.888,106.424
29,107.163,99.858,106.909
30,106.971,99.844,105.901
31,107.350,99.790,106.164
32,107.146,99.794,106.424
33,107.276,99.794,106.215
34,107.093,99.855,106.479
35,107.569,99.805,106.647
36,107.254,99.932,106.486
37,106.985,99.818,106.382
38,106.922,99.864,106.401
39,107.260,99.871,105.603
40,107.335,99.893,106.005
41,107.225,99.822,106.024
42,107.573,99.906,105.908
43,107.288,99.646,106.564
44,107.295,99.817,106.917
45,106.682,99.583,105.912
46,107.308,99.877,106.279
47,106.737,99.865,106.531
48,107.052,99.670,105.769
49,107.420,99.958,105.916
50,107.555,99.861,105.865
51,107.345,99.842,106.084
52,107.447,99.806,105.753
53,107.876,99.836,106.080
54,107.313,99.765,106.120
55,106.950,99.901,106.133
56,107.122,99.881,106.186
57,107.373,99.627,106.325
58,107.290,99.721,106.196
59,107.795,99.964,105.754
60,107.804,99.697,105.891
61,107.265,99.890,105.647
62,107.472,99.708,105.688
63,107.278,99.603,105.638
64,107.234,99.606,105.502
