 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.594,99.670,106.905
2,109.618,99.734,106.642
3,109.610,99.758,106.402
4,101.468,99.781,106.544
5,102.376,99.781,106.151
6,102.773,99.883,106.669
7,103.148,99.981,106.434
8,103.632,99.754,106.200
9,103.721,99.711,107.108
10,104.146,99.801,107.218
11,104.216,99.863,106.905
12,104.106,99.748,106.485
13,104.270,99.868,105.851
14,104.750,99.701,106.018
15,104.885,99.735,106.168
16,105.111,99.674,106.086
17,104.861,99.712,106.101
18,105.093,99.735,106.546
19,105.742,99.859,106.130
20,105.641,99.665,106.330
21,105.735,99.845,106.061
22,105.694,99.807,106.229
23,105.955,99.782,106.361
24,105.823,99.760,106.217
25,106.256,99.730,105.907
26,105.924,99.797,105.500
27,106.255,99.781,105.980
28,106.374,99.769,105.842
29,106.212,99.806,106.248
30,106.598,99.740,106.461
31,106.404,99.787,106.567
32,106.657,99.658,106.317
33,106.524,99.661,106.115
34,106.630,99.773,106.574
35,106.660,99.740,106.453
36,106.371,99.804,106.171
37,106.700,99.692,106.076
38,106.488,99.667,106.382
39,106.331,99.822,106.569
40,106.535,99.909,106.250
41,106.460,99.806,106.162
42,106.573,100.018,106.406
43,106.806,99.905,106.755
44,106.865,99.688,106.326
45,106.902,99.794,106.589
46,107.042,99.685,106.815
47,107.071,99.865,106.360
48,106.628,99.814,106.296
49,107.229,99.780,106.433
50,107.220,99.843,106.070
51,106.823,99.751,106.003
52,106.716,99.759,105.824
53,106.732,99.780,106.220
54,106.921,99.683,105.841
55,107.220,99.698,105.132
56,107.086,99.763,105.515
57,106.740,99.750,105.585
58,107.041,99.772,105.961
59,107.406,99.726,105.559
60,107.288,99.804,105.534
61,107.136,99.830,105.739
62,107.360,99.709,105.578
63,107.211,99.831,105.657
64,107.219,99.701,105.471
