 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,108.892,99.959,105.898
2,108.919,99.858,106.186
3,108.755,99.898,106.152
4,101.215,99.762,106.102
5,102.859,99.929,105.852
6,104.172,99.932,105.018
7,104.439,99.947,105.527
8,105.302,99.894,105.164
9,105.375,99.782,105.125
10,105.514,99.827,105.307
11,105.444,99.905,105.431
12,106.029,99.972,105.160
13,106.292,99.784,105.389
14,105.955,99.854,105.439
15,105.756,100.104,105.429
16,105.775,99.871,105.394
17,106.302,99.784,105.419
18,106.558,99.955,105.756
19,106.470,99.779,106.103
20,106.699,99.893,106.074
21,107.114,99.844,106.040
22,106.825,99.910,105.652
23,106.915,99.977,105.652
24,107.260,99.971,105.308
25,107.513,99.930,105.386
26,107.190,99.884,105.351
27,107.584,99.882,105.183
28,107.503,99.767,105.190
29,107.040,99.760,105.052
30,107.249,100.091,105.528
31,108.078,99.977,105.402
32,107.673,100.001,106.112
33,108.039,99.834,106.072
34,107.704,99.759,106.148
35,107.656,99.771,105.764
36,107.698,99.873,105.933
37,107.147,99.813,105.744
38,107.047,100.019,105.773
39,107.124,99.982,106.088
40,107.296,99.879,105.441
41,107.194,99.887,104.916
42,107.614,100.007,105.180
43,107.733,99.833,104.947
44,107.173,100.044,104.869
45,107.071,99.848,105.312
46,107.171,100.009,105.315
47,107.518,99.859,104.909
48,107.970,99.937,105.459
49,107.907,99.991,105.397
50,108.166,99.950,105.479
51,108.006,99.906,105.676
52,107.591,99.905,106.138
53,107.765,99.876,105.929
54,107.941,99.963,105.637
55,107.885,99.818,105.692
56,108.655,99.902,105.316
57,107.826,99.937,105.262
58,107.556,100.087,105.240
59,107.837,99.798,105.243
60,107.823,99.991,104.987
61,108.199,99.937,105.169
62,108.013,99.724,105.217
63,109.135,99.845,105.193
64,108.590,99.735,105.190
