 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.295,100.063,107.264
2,109.245,100.005,106.933
3,109.065,99.887,106.954
4,102.231,99.920,106.953
5,103.605,100.105,106.387
6,104.399,100.019,106.938
7,104.810,99.959,107.042
8,105.546,99.937,107.202
9,105.724,99.955,107.369
10,106.294,99.938,106.954
11,105.789,100.114,107.069
12,105.933,100.120,107.295
13,105.984,100.147,107.218
14,106.001,99.946,107.347
15,105.853,99.939,107.029
16,106.227,100.076,107.043
17,106.596,100.029,106.683
18,106.421,100.074,106.657
19,106.213,99.778,106.671
20,106.571,99.994,107.168
21,106.576,100.041,106.797
22,106.697,99.806,106.835
23,107.075,99.853,106.770
24,106.880,99.922,106.858
25,106.920,99.811,107.477
26,106.385,99.912,106.962
27,106.749,99.918,106.844
28,106.798,99.936,106.747
29,107.065,100.014,106.740
30,107.323,100.030,105.970
31,106.934,100.021,106.077
32,106.803,99.772,106.980
33,107.006,99.988,106.922
34,106.863,99.846,106.440
35,106.947,99.706,106.268
36,107.244,99.898,106.200
37,106.955,99.858,106.406
38,106.587,100.115,106.273
39,106.647,99.884,106.720
40,106.394,100.009,106.523
41,106.666,99.865,106.930
42,106.887,99.989,106.183
43,106.912,99.950,106.781
44,106.163,99.808,106.917
45,106.975,99.936,107.700
46,106.429,99.912,107.167
47,106.453,99.897,107.110
48,107.119,99.980,106.994
49,107.004,99.962,107.633
50,106.875,99.885,107.329
51,107.095,99.936,107.814
52,107.143,99.892,107.315
53,107.231,100.002,107.909
54,107.045,99.982,107.786
55,107.432,99.916,107.405
56,107.465,99.886,107.159
57,107.669,99.926,107.373
58,107.520,99.819,107.520
59,107.642,99.995,107.624
60,107.522,99.814,107.450
61,107.419,100.083,107.127
62,107.476,100.124,107.300
63,107.854,99.887,106.971
64,108.101,99.974,107.217
