 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,108.493,99.697,107.241
2,108.237,99.676,107.401
3,108.308,99.876,107.550
4,102.669,99.751,107.188
5,103.863,99.708,107.251
6,104.367,99.854,106.863
7,104.705,99.742,106.715
8,104.907,99.818,106.928
9,104.984,99.858,107.106
10,105.489,99.802,106.794
11,105.968,99.841,107.096
12,105.760,99.928,107.140
13,105.598,99.781,106.775
14,105.833,99.827,107.032
15,105.841,100.074,107.253
16,106.010,99.781,107.188
17,105.964,99.834,107.060
18,106.109,99.921,107.559
19,106.195,99.829,107.248
20,106.295,99.826,106.976
21,106.273,99.741,107.285
22,106.319,99.792,106.915
23,106.191,99.675,106.932
24,106.051,99.897,107.063
25,106.173,99.891,106.652
26,105.814,99.946,107.132
27,106.393,99.766,106.971
28,106.574,99.808,107.046
29,106.763,99.647,107.253
30,107.088,99.867,106.717
31,107.176,99.836,107.462
32,106.586,99.771,107.558
33,106.381,99.798,107.264
34,106.512,99.919,107.829
35,106.408,99.754,107.558
36,106.340,99.850,107.712
37,106.477,99.834,107.936
38,106.344,99.771,107.662
39,106.773,99.762,107.723
40,106.536,99.749,107.959
41,106.753,99.815,107.731
42,106.512,99.850,107.661
43,106.230,99.871,107.806
44,106.264,99.810,107.465
45,106.283,99.822,107.346
46,106.018,99.740,107.281
47,106.490,99.877,107.615
48,106.711,99.804,107.277
49,106.685,99.790,106.885
50,106.653,99.835,107.408
51,106.611,99.833,107.116
52,106.924,99.917,106.748
53,106.976,99.753,106.961
54,106.935,99.814,106.767
55,107.129,99.782,106.836
56,106.823,99.740,106.767
57,106.749,99.888,106.252
58,106.755,99.655,106.434
59,106.604,99.894,106.361
60,106.758,99.837,106.486
61,106.736,99.821,106.711
62,107.089,99.714,106.289
63,106.651,99.729,106.586
64,106.831,99.903,106.418
