 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.018,99.713,105.026
2,106.788,99.778,104.676
3,106.611,99.712,105.081
4,101.300,99.900,104.637
5,101.661,99.718,104.816
6,102.134,99.749,104.943
7,102.100,99.770,104.757
8,102.615,99.681,104.863
9,102.756,99.930,104.989
10,102.810,99.815,104.818
11,103.182,99.755,105.211
12,103.132,99.696,105.559
13,102.988,99.684,104.980
14,103.553,99.850,105.063
15,103.481,100.037,105.089
16,103.436,99.694,105.258
17,103.598,99.760,105.400
18,104.076,99.704,105.626
19,104.230,99.804,104.877
20,103.994,99.828,104.924
21,104.050,99.667,104.769
22,104.338,99.659,104.869
23,104.291,99.674,104.606
24,104.334,99.701,104.981
25,104.453,99.870,104.810
26,104.606,99.746,104.909
27,104.465,99.851,104.703
28,104.695,99.633,104.913
29,104.402,99.726,104.896
30,104.535,99.715,104.713
31,104.500,99.696,105.208
32,104.709,99.849,105.324
33,105.158,99.641,104.883
34,104.897,99.711,104.850
35,104.691,99.738,104.800
36,105.537,99.668,104.845
37,104.796,99.710,104.922
38,104.735,99.644,104.806
39,104.959,99.755,104.747
40,104.905,99.628,104.902
41,105.027,99.823,104.740
42,105.403,99.833,104.694
43,105.030,99.724,104.760
44,105.038,99.759,104.742
45,105.051,99.683,104.607
46,104.804,99.787,104.795
47,104.933,99.596,104.963
48,105.100,99.682,104.884
49,105.320,99.774,104.410
50,105.216,99.653,104.427
51,105.176,99.631,104.722
52,104.879,99.563,104.813
53,104.763,99.620,104.624
54,105.201,99.884,104.321
55,104.805,99.713,104.385
56,104.955,99.700,104.265
57,105.087,99.765,104.368
58,104.962,99.759,104.448
59,105.283,99.637,104.529
60,105.371,99.663,104.828
61,105.134,99.700,104.784
62,105.509,99.735,104.622
63,104.928,99.703,104.838
64,105.316,99.769,104.465
