 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,112.648,99.934,110.092
2,112.822,99.924,110.114
3,112.300,99.975,110.386
4,102.341,99.898,110.265
5,104.361,99.811,110.804
6,105.324,99.947,110.137
7,106.099,99.880,109.823
8,107.056,99.870,110.227
9,108.211,99.842,110.907
10,109.118,99.836,110.509
11,109.495,100.001,110.207
12,110.170,99.991,110.303
13,110.364,99.789,109.991
14,111.175,99.857,109.715
15,110.193,99.931,109.681
16,110.446,99.861,110.126
17,110.431,99.871,109.686
18,109.671,99.952,109.914
19,110.539,99.854,109.522
20,110.312,100.014,110.292
21,110.110,99.841,110.142
22,110.265,99.908,110.726
23,110.056,99.919,110.207
24,110.316,99.982,110.249
25,111.103,99.752,110.341
26,110.877,100.049,110.382
27,111.030,99.892,110.558
28,110.719,99.747,110.503
29,110.130,99.954,110.639
30,110.397,99.954,110.071
31,110.740,100.003,110.452
32,111.034,100.054,110.337
33,110.343,99.862,110.763
34,110.406,99.884,109.782
35,110.027,100.056,109.591
36,110.512,99.965,110.449
37,110.135,99.898,110.200
38,110.665,99.976,110.648
39,111.027,99.922,110.101
40,111.145,100.031,109.213
41,110.339,100.017,109.261
42,110.204,99.859,109.120
43,110.446,99.820,109.219
44,110.508,99.930,109.252
45,110.798,99.923,109.254
46,110.936,99.918,109.386
47,110.830,99.933,109.448
48,110.796,99.751,109.790
49,111.118,100.082,109.688
50,110.737,99.875,110.024
51,110.795,99.967,109.908
52,111.227,99.833,109.265
53,111.624,99.925,109.932
54,111.654,99.834,110.109
55,111.293,99.834,110.155
56,111.146,100.038,109.636
57,111.288,99.947,109.515
58,111.324,99.963,109.251
59,110.914,99.857,108.917
60,111.369,99.865,108.988
61,110.605,99.988,108.797
62,110.551,99.977,108.872
63,110.713,99.935,109.002
64,110.555,100.004,108.623
