 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.944,99.929,104.892
2,108.411,100.078,104.698
3,107.562,99.947,105.171
4,102.146,100.060,105.008
5,103.369,99.935,104.826
6,103.919,100.120,104.809
7,104.006,100.019,104.491
8,104.153,100.113,105.050
9,104.018,100.099,105.252
10,104.308,100.086,104.860
11,104.844,100.142,104.413
12,104.853,99.965,104.582
13,104.842,100.075,104.365
14,105.209,100.071,104.501
15,105.503,100.023,104.873
16,105.641,100.027,104.754
17,105.467,99.829,105.129
18,106.110,99.976,104.817
19,106.029,100.108,104.895
20,106.072,100.074,104.983
21,105.904,100.075,104.982
22,106.204,99.879,105.241
23,105.759,100.015,105.222
24,105.946,100.074,105.947
25,106.079,100.084,105.266
26,106.166,100.085,104.957
27,105.653,99.971,105.198
28,105.463,99.982,105.082
29,105.737,99.878,104.987
30,106.136,100.129,105.241
31,106.076,99.996,105.190
32,105.930,99.896,105.103
33,105.995,99.931,105.421
34,105.529,100.068,104.529
35,105.392,100.034,104.565
36,105.540,99.985,104.575
37,106.158,99.903,104.406
38,105.560,99.971,104.469
39,106.659,99.966,104.582
40,106.316,100.032,104.959
41,106.202,100.158,104.853
42,106.168,100.171,104.706
43,106.977,100.068,104.606
44,107.049,100.058,104.134
45,106.961,100.102,104.688
46,106.505,100.086,104.855
47,106.611,99.986,104.386
48,106.931,100.048,104.761
49,106.808,100.037,104.573
50,106.333,99.930,104.954
51,106.443,99.970,104.584
52,106.507,100.031,104.676
53,106.301,100.016,104.287
54,106.320,99.987,104.721
55,106.292,99.842,104.596
56,106.082,99.925,104.853
57,106.858,100.006,104.705
58,106.806,99.887,104.489
59,106.710,100.060,104.398
60,106.803,99.942,104.521
61,106.844,99.836,104.635
62,106.553,99.834,104.509
63,105.843,100.020,104.399
64,105.707,99.948,104.394
