 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,106.949,100.099,105.541
2,107.095,100.187,104.962
3,106.642,99.827,105.016
4,101.839,100.117,105.184
5,102.473,99.990,105.075
6,102.559,100.026,105.174
7,102.758,100.100,105.139
8,102.926,100.053,105.030
9,103.487,100.004,105.039
10,103.581,100.044,104.754
11,103.820,100.073,105.061
12,104.191,99.886,105.180
13,104.279,99.989,105.087
14,104.120,100.103,104.838
15,104.037,100.058,104.722
16,103.888,100.019,104.710
17,103.891,99.979,104.920
18,104.249,99.972,105.108
19,104.558,100.004,104.701
20,104.408,99.942,104.639
21,104.644,99.999,104.601
22,104.664,99.969,104.402
23,103.876,99.998,104.464
24,104.497,100.169,104.548
25,104.755,99.994,104.627
26,104.793,99.890,104.771
27,104.830,100.023,104.715
28,104.749,100.022,104.919
29,105.038,99.991,104.888
30,105.074,99.867,104.701
31,104.869,99.979,104.820
32,104.961,100.055,104.457
33,105.124,99.891,104.671
34,104.712,99.929,104.674
35,104.656,100.055,104.620
36,104.838,100.076,105.009
37,104.517,99.941,104.720
38,104.427,100.033,104.797
39,104.803,99.962,104.477
40,104.756,100.160,104.922
41,104.459,99.925,104.304
42,104.667,100.126,104.638
43,104.362,99.918,104.818
44,104.601,100.033,105.218
45,104.279,100.033,104.847
46,104.675,99.983,104.977
47,104.852,99.996,105.247
48,104.916,99.826,104.890
49,104.690,100.056,104.909
50,104.814,99.880,104.968
51,104.723,100.031,104.642
52,104.538,99.909,104.669
53,104.420,99.818,104.810
54,104.818,99.936,104.949
55,104.594,100.042,105.004
56,104.534,99.982,104.981
57,104.912,99.921,105.324
58,104.724,100.017,105.083
59,105.054,99.886,105.032
60,104.713,99.896,104.886
61,104.730,100.003,104.763
62,104.919,99.990,104.458
63,104.549,99.941,104.608
64,105.159,100.040,104.694
