 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.283,99.864,106.642
2,108.140,99.912,106.363
3,108.123,99.772,105.904
4,101.008,99.924,106.680
5,102.234,99.740,106.443
6,103.026,99.826,106.238
7,103.559,99.847,106.020
8,104.172,99.813,106.356
9,104.053,99.735,106.247
10,104.990,99.719,105.895
11,104.903,99.833,106.317
12,105.160,99.717,106.247
13,105.182,99.657,106.298
14,105.755,99.779,106.284
15,105.722,99.918,106.837
16,105.236,99.806,106.275
17,106.313,99.757,106.726
18,105.842,99.797,106.726
19,105.847,99.979,106.814
20,106.238,99.707,106.607
21,106.283,99.868,106.629
22,106.137,99.693,106.497
23,106.956,99.962,106.472
24,106.343,99.855,106.490
25,106.222,99.910,106.146
26,106.230,99.814,106.517
27,106.840,99.913,106.910
28,106.411,99.772,106.871
29,106.142,99.700,107.067
30,106.293,99.834,106.735
31,106.523,99.665,106.471
32,106.529,99.614,106.972
33,106.661,99.853,106.793
34,106.395,99.872,106.714
35,107.266,99.940,106.946
36,106.858,99.771,106.288
37,106.555,99.826,106.417
38,106.396,99.796,106.567
39,106.050,99.864,106.264
40,106.631,99.953,106.582
41,106.688,99.867,106.560
42,105.963,99.731,106.420
43,106.217,99.982,106.511
44,106.960,99.785,106.347
45,106.665,99.757,105.832
46,106.843,99.885,105.908
47,106.590,99.831,106.377
48,107.136,99.810,106.324
49,106.827,99.853,106.563
50,106.214,99.827,106.636
51,106.547,99.935,106.738
52,107.159,99.912,106.690
53,107.247,99.721,106.500
54,107.027,99.875,106.724
55,107.370,99.629,106.408
56,106.912,99.710,106.287
57,106.640,99.775,105.847
58,106.906,99.654,106.150
59,106.754,99.842,105.988
60,106.786,99.818,106.160
61,106.792,99.776,105.908
62,106.297,99.724,106.010
63,106.220,99.837,106.138
64,107.071,99.772,105.997
