 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.615,100.172,107.208
2,111.229,99.851,107.006
3,111.386,99.785,107.282
4,101.256,99.875,107.019
5,102.738,99.743,107.087
6,103.529,99.938,106.994
7,104.398,99.863,107.039
8,104.617,99.789,107.004
9,104.952,99.826,106.703
10,105.456,99.657,106.735
11,105.294,99.938,106.987
12,105.853,99.875,107.070
13,106.433,99.820,106.883
14,106.454,99.910,106.894
15,106.887,99.828,106.598
16,106.947,100.046,106.759
17,106.700,99.846,106.910
18,107.226,99.963,106.502
19,107.063,99.893,106.749
20,107.182,99.827,107.079
21,107.403,99.964,106.806
22,108.171,99.841,106.879
23,108.427,99.932,106.452
24,108.059,100.059,107.026
25,108.120,99.963,106.294
26,108.994,99.843,106.274
27,108.815,99.950,106.580
28,108.928,99.759,106.467
29,108.406,99.989,106.540
30,108.868,99.797,106.542
31,108.350,99.668,106.806
32,108.652,99.790,106.880
33,108.482,99.778,106.938
34,108.468,99.779,106.806
35,108.130,100.038,106.570
36,108.144,99.926,106.879
37,108.019,99.817,106.691
38,108.209,99.777,106.712
39,107.853,99.852,106.409
40,108.181,99.986,106.392
41,108.394,99.888,106.276
42,108.120,100.006,106.654
43,108.191,99.929,106.830
44,108.648,100.077,106.601
45,108.512,99.768,106.062
46,108.538,99.912,106.244
47,108.819,99.859,106.334
48,108.742,99.891,106.439
49,108.605,99.825,105.797
50,108.434,99.830,105.948
51,108.199,99.936,106.177
52,108.634,99.845,106.676
53,108.785,99.928,106.546
54,108.520,100.017,106.785
55,108.547,99.901,106.841
56,108.951,99.857,106.917
57,108.946,99.986,107.032
58,109.124,99.879,106.448
59,108.841,99.946,106.597
60,108.896,99.894,106.805
61,108.929,99.708,106.684
62,109.170,99.952,106.702
63,109.380,99.802,106.664
64,109.321,99.914,106.335
