 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,108.211,99.823,106.762
2,108.258,99.774,107.138
3,107.828,99.774,107.056
4,101.511,99.883,106.880
5,102.111,99.853,107.099
6,102.410,99.888,106.359
7,102.894,99.919,106.476
8,103.170,99.857,106.549
9,103.338,99.818,106.665
10,103.824,99.895,106.502
11,103.833,99.845,106.055
12,103.969,99.816,106.439
13,104.182,99.788,106.397
14,104.136,99.817,106.540
15,104.448,99.925,106.437
16,104.868,99.939,106.610
17,104.674,99.815,106.290
18,104.945,99.918,106.275
19,105.251,99.879,106.424
20,105.034,99.885,105.946
21,105.388,99.831,105.834
22,105.364,99.759,105.678
23,105.589,99.859,106.051
24,105.543,99.815,106.284
25,105.780,99.818,106.203
26,105.135,99.721,106.166
27,105.276,99.868,106.385
28,105.374,99.912,105.959
29,105.730,99.759,106.299
30,105.117,99.911,106.410
31,105.118,99.816,106.101
32,105.674,99.851,105.995
33,105.370,99.953,106.218
34,105.846,99.808,106.359
35,105.514,99.814,106.144
36,105.566,99.736,106.610
37,105.749,99.720,106.529
38,106.102,99.866,106.462
39,106.072,99.761,106.371
40,105.826,99.682,106.539
41,105.834,99.870,106.484
42,105.754,99.691,106.561
43,105.665,99.817,106.421
44,105.975,99.767,106.665
45,105.818,99.878,106.375
46,105.876,99.898,106.929
47,105.857,99.735,106.649
48,105.442,99.816,106.553
49,105.415,99.812,106.487
50,105.862,99.803,106.075
51,106.127,99.975,106.318
52,106.086,99.767,106.173
53,106.328,99.764,106.012
54,106.102,99.814,106.452
55,106.224,99.768,106.324
56,106.313,99.704,106.182
57,106.093,99.795,105.940
58,105.796,99.754,106.335
59,106.061,99.880,106.633
60,106.268,99.940,106.590
61,105.984,99.875,106.759
62,106.051,99.884,106.276
63,106.141,99.863,107.142
64,106.208,99.767,106.418
