 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.613,99.823,110.244
2,111.309,99.758,110.507
3,110.764,99.865,110.830
4,101.543,99.873,110.462
5,103.767,99.885,111.099
6,105.272,99.915,111.136
7,105.594,99.994,110.627
8,106.600,99.789,110.305
9,107.860,99.872,110.577
10,108.184,99.769,110.456
11,108.341,99.800,110.146
12,108.237,99.700,110.192
13,108.513,99.805,109.574
14,108.739,99.759,109.410
15,108.928,99.651,109.308
16,108.738,99.841,109.557
17,109.803,99.803,109.586
18,109.551,99.865,109.370
19,109.615,99.912,110.177
20,109.809,99.899,110.156
21,109.641,99.818,110.096
22,110.034,99.925,110.402
23,109.161,99.825,110.359
24,109.077,99.785,110.099
25,109.217,99.717,109.873
26,109.819,99.661,110.055
27,109.822,99.768,110.065
28,110.262,99.830,110.552
29,109.666,99.807,110.715
30,109.660,99.774,110.156
31,109.651,99.843,110.339
32,109.426,99.807,110.711
33,110.262,99.759,109.804
34,110.390,99.744,110.994
35,110.171,99.791,110.528
36,110.820,99.771,110.242
37,110.877,99.810,109.817
38,111.409,99.919,110.356
39,110.400,99.885,110.607
40,110.848,99.900,110.291
41,110.381,99.793,110.048
42,110.625,99.623,109.735
43,109.698,99.919,110.845
44,109.627,99.871,111.504
45,109.648,99.970,110.565
46,109.835,99.759,110.778
47,109.061,99.930,111.335
48,109.130,99.927,110.418
49,109.244,99.839,110.947
50,109.405,99.876,110.876
51,110.206,99.688,110.266
52,109.893,99.854,109.374
53,109.197,99.779,110.141
54,109.337,99.851,110.296
55,109.122,99.743,110.368
56,109.346,99.782,110.555
57,110.130,99.845,109.406
58,109.799,99.793,109.877
59,110.364,99.708,109.937
60,110.437,99.735,109.909
61,110.088,99.755,109.683
62,110.439,99.837,109.420
63,109.876,99.690,109.859
64,110.351,99.780,109.721
