 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.187,99.907,110.046
2,111.043,100.023,110.073
3,110.917,100.104,110.220
4,102.126,99.912,109.311
5,102.973,100.120,109.684
6,103.215,100.025,109.483
7,103.654,100.000,109.989
8,103.931,99.817,109.422
9,103.989,100.029,109.842
10,104.059,99.961,109.876
11,104.545,99.987,109.728
12,104.738,99.896,109.871
13,105.065,99.822,109.884
14,105.255,99.980,109.501
15,105.305,100.029,110.080
16,105.441,99.967,109.957
17,105.222,99.901,109.068
18,105.523,100.044,109.416
19,105.684,99.982,109.901
20,105.971,99.924,110.000
21,106.222,100.038,110.382
22,106.375,99.991,110.489
23,106.390,99.792,110.434
24,106.241,99.831,110.567
25,106.146,99.966,110.551
26,106.653,99.967,110.696
27,106.694,99.782,110.666
28,106.645,99.886,110.971
29,106.481,99.845,111.165
30,106.462,100.000,110.806
31,106.873,99.969,110.906
32,106.519,99.950,110.396
33,106.282,99.937,110.322
34,106.857,100.049,110.434
35,107.000,99.965,109.554
36,106.747,99.925,109.040
37,106.891,99.985,108.974
38,107.161,99.866,108.880
39,107.403,99.926,109.032
40,107.195,99.815,109.014
41,107.109,99.917,109.233
42,107.343,100.022,109.086
43,106.918,100.010,109.798
44,107.485,99.944,109.347
45,107.499,99.923,109.241
46,107.606,99.873,109.340
47,107.174,99.934,108.800
48,107.505,99.959,108.324
49,107.556,99.710,108.366
50,107.448,99.938,108.475
51,107.409,99.903,108.798
52,107.352,99.900,109.303
53,107.244,99.689,109.755
54,107.686,99.789,108.918
55,107.629,99.837,109.175
56,107.554,99.715,109.240
57,107.185,99.941,109.629
58,107.401,100.038,109.602
59,107.269,99.920,109.577
60,107.403,99.997,109.725
61,107.381,99.827,109.382
62,108.018,99.872,109.445
63,107.981,99.841,109.339
64,107.532,100.015,109.676
