 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.987,99.945,108.809
2,109.209,100.090,108.981
3,109.328,99.879,108.612
4,102.447,100.022,108.886
5,102.881,99.964,108.925
6,103.734,100.018,109.071
7,104.112,100.103,108.969
8,103.973,99.947,108.839
9,104.385,100.064,109.312
10,104.503,99.879,108.558
11,104.739,100.026,109.147
12,105.274,99.739,108.856
13,105.160,99.991,108.758
14,105.356,99.976,108.933
15,105.364,99.852,109.096
16,105.308,100.027,108.299
17,105.259,99.864,108.867
18,105.418,100.021,108.918
19,105.658,100.008,108.606
20,105.906,99.960,108.935
21,105.785,99.936,108.421
22,105.803,99.964,108.261
23,105.937,99.982,108.163
24,105.869,99.967,108.654
25,106.262,99.912,108.387
26,106.729,100.078,108.277
27,106.395,100.054,108.358
28,106.508,100.100,108.238
29,106.445,99.844,108.017
30,106.503,99.919,108.276
31,105.977,99.958,108.325
32,106.548,99.912,108.757
33,106.707,99.986,108.465
34,106.699,99.993,107.899
35,107.033,99.952,108.531
36,106.582,100.020,108.393
37,106.747,100.077,108.381
38,106.895,99.939,108.186
39,106.628,99.952,108.416
40,106.749,99.809,108.425
41,106.674,99.882,108.096
42,106.613,100.000,108.292
43,107.088,99.976,108.210
44,106.719,100.051,108.288
45,106.108,99.924,108.048
46,106.605,99.937,108.360
47,106.528,100.014,108.055
48,106.310,100.033,108.168
49,106.239,99.881,108.391
50,106.479,99.923,108.301
51,106.620,99.873,108.034
52,106.866,99.857,107.441
53,106.468,99.976,107.192
54,106.877,100.053,107.717
55,106.656,100.019,108.044
56,107.000,99.998,107.763
57,106.781,99.908,107.912
58,106.879,99.943,108.179
59,107.124,99.821,108.083
60,106.977,100.089,108.157
61,106.550,99.914,107.875
62,106.545,99.912,108.089
63,107.059,99.878,108.196
64,107.235,99.844,108.182
