 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.504,99.818,106.547
2,108.865,99.788,106.284
3,108.948,99.653,106.422
4,103.858,99.831,106.322
5,104.754,99.793,106.429
6,105.448,99.844,106.700
7,105.860,99.880,106.200
8,106.100,99.735,106.484
9,106.146,99.790,106.500
10,106.338,99.921,106.578
11,106.631,99.643,106.416
12,106.644,99.788,106.781
13,106.552,99.812,106.409
14,106.762,99.841,106.787
15,107.070,99.903,106.520
16,107.021,99.915,106.651
17,106.763,99.914,106.494
18,106.963,99.772,106.710
19,107.177,99.732,106.562
20,107.025,99.802,106.191
21,107.076,99.906,106.222
22,106.949,99.834,106.573
23,107.136,99.932,106.731
24,107.208,99.743,106.067
25,107.127,99.896,106.382
26,107.327,99.842,106.618
27,107.341,99.825,106.478
28,107.240,99.791,106.597
29,107.438,99.759,106.027
30,107.787,99.896,106.117
31,107.648,99.740,106.229
32,107.510,99.752,106.100
33,107.601,99.811,106.338
34,107.762,99.829,106.336
35,107.560,99.806,106.688
36,107.835,99.865,106.343
37,107.601,99.770,106.549
38,107.765,99.782,106.987
39,107.989,99.730,106.677
40,107.448,99.866,106.570
41,107.880,99.865,106.896
42,107.888,99.986,106.536
43,107.649,99.959,106.751
44,107.795,99.979,106.839
45,107.869,100.007,106.453
46,107.871,99.736,106.873
47,107.826,99.817,106.956
48,107.935,99.774,106.582
49,107.743,99.861,106.394
50,107.492,99.794,106.252
51,107.724,99.748,106.367
52,107.490,99.724,106.387
53,107.573,99.758,106.335
54,107.521,99.806,106.280
55,107.523,99.804,106.060
56,108.100,99.680,106.007
57,107.763,99.866,106.258
58,107.886,99.878,106.573
59,107.732,99.795,106.198
60,107.476,99.901,105.863
61,107.524,99.857,105.833
62,107.829,99.797,106.298
63,107.806,99.879,105.949
64,107.700,99.901,105.942
