 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,112.516,99.894,115.018
2,112.686,100.061,114.204
3,112.382,99.663,114.959
4,102.088,99.789,114.971
5,104.049,99.821,114.270
6,105.153,99.939,114.368
7,105.641,99.891,114.535
8,106.542,99.836,114.645
9,106.623,99.818,114.889
10,107.935,99.903,114.370
11,107.940,99.758,114.644
12,107.988,99.771,114.793
13,107.860,99.979,114.575
14,108.229,99.961,114.782
15,107.743,99.915,115.002
16,108.541,99.921,114.582
17,109.106,99.890,114.793
18,108.962,99.853,114.076
19,109.032,100.193,114.159
20,108.953,99.895,113.932
21,109.653,99.822,114.248
22,108.751,99.911,113.759
23,109.413,99.994,114.158
24,109.306,99.669,113.809
25,109.738,99.855,113.888
26,109.812,99.934,114.512
27,109.780,99.900,113.914
28,109.333,99.991,112.338
29,109.396,99.876,114.014
30,108.681,99.871,114.117
31,108.935,99.821,113.437
32,109.119,99.900,113.145
33,109.441,99.871,113.539
34,109.487,99.886,113.885
35,109.627,99.882,113.785
36,109.753,99.940,113.650
37,109.442,99.711,113.666
38,109.684,99.854,114.575
39,109.681,99.777,113.478
40,110.047,99.896,114.091
41,110.704,99.962,113.447
42,110.147,99.941,113.434
43,110.027,99.789,113.757
44,109.957,99.771,113.765
45,110.228,99.602,114.307
46,109.228,99.714,114.038
47,110.191,99.737,114.321
48,109.877,100.020,114.053
49,110.305,99.814,113.699
50,110.718,99.889,114.466
51,110.791,99.805,114.198
52,110.265,99.750,114.933
53,110.020,99.747,114.065
54,109.629,99.869,113.825
55,110.485,99.672,114.180
56,110.612,99.697,114.161
57,109.942,99.768,114.378
58,109.974,99.886,113.914
59,110.170,99.740,113.194
60,110.697,99.708,113.708
61,110.896,99.744,113.890
62,110.703,99.894,112.918
63,111.522,99.889,114.214
64,111.472,99.775,114.312
