ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
1,19,0,18,0,0,1,12,0,0,0,0
3,17,4,20,1,16,0,0,0,0,0,0
4,55,0,54,1,43,1,12,0,0,0,0
8,120,0,119,1,53,2,50,0,0,1,10
9,64,0,63,0,0,2,52,1,12,0,0
10,45,0,44,1,41,0,0,0,0,0,0
13,74,0,73,2,36,1,36,0,0,0,0
15,64,0,63,1,41,1,17,0,0,0,0
17,21,0,20,1,16,0,0,0,0,0,0
18,11,1,11,0,0,0,0,0,0,1,11
19,17,0,16,0,0,1,11,0,0,0,0
20,52,0,51,1,13,0,0,0,0,2,39
23,17,0,16,1,17,0,0,0,0,0,0
24,13,0,12,0,0,1,11,0,0,0,0
25,47,0,46,1,32,1,15,0,0,0,0
26,13,4,16,0,0,0,0,0,0,1,13
27,28,3,30,0,0,1,24,0,0,0,0
28,76,0,75,2,60,0,0,0,0,0,0
31,32,0,31,1,15,1,13,0,0,0,0
33,17,0,16,0,0,0,0,0,0,1,17
34,26,0,25,0,0,1,14,0,0,0,0
35,31,0,30,1,14,0,0,0,0,0,0
36,21,3,23,1,11,0,0,0,0,0,0
38,12,1,12,0,0,1,11,0,0,0,0
39,17,6,22,1,11,0,0,0,0,0,0
42,12,10,21,0,0,1,12,0,0,0,0
44,11,10,20,0,0,1,11,0,0,0,0
46,58,7,64,2,25,1,20,0,0,1,13
51,26,12,37,0,0,1,26,0,0,0,0
52,12,15,26,0,0,1,11,0,0,0,0
55,22,14,35,0,0,0,0,1,14,0,0
59,28,17,44,1,12,1,12,0,0,0,0
61,11,18,28,1,11,0,0,0,0,0,0
62,52,18,69,1,38,0,0,0,0,0,0
63,17,20,36,0,0,0,0,0,0,1,15
66,30,23,52,1,30,0,0,0,0,0,0
67,13,20,32,1,12,0,0,0,0,0,0
68,12,22,33,0,0,0,0,0,0,1,12
70,13,19,31,0,0,0,0,0,0,1,13
71,27,22,48,1,10,1,10,0,0,0,0
72,28,19,46,1,19,0,0,0,0,0,0
73,44,19,62,1,33,0,0,0,0,0,0
74,25,25,49,0,0,0,0,0,0,1,14
76,15,25,39,1,13,0,0,0,0,0,0
77,25,24,48,1,25,0,0,0,0,0,0
78,17,26,42,0,0,1,15,0,0,0,0
80,64,27,90,1,25,1,39,0,0,0,0
81,30,27,56,1,11,0,0,1,11,0,0
82,15,29,43,0,0,1,15,0,0,0,0
83,23,28,50,1,13,0,0,0,0,0,0
84,21,24,44,0,0,0,0,0,0,1,17
85,77,30,106,0,0,1,66,1,10,0,0
86,12,27,38,1,12,0,0,0,0,0,0
87,36,30,65,0,0,0,0,0,0,1,22
88,15,30,44,0,0,1,14,0,0,0,0
89,25,31,55,0,0,0,0,0,0,1,11
90,14,31,44,0,0,0,0,0,0,0,0
91,11,28,38,1,11,0,0,0,0,0,0
92,26,32,57,0,0,0,0,0,0,1,13
94,13,35,47,1,12,0,0,0,0,0,0
