PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
3,3,16,4,19,NORM. DIFFUSION,9.476E-13,4.148,0.358,2.493,0.897,0.005,0.079,0.091,1.792,1.031E-11,-0.074,0.045,5.200,0.025,-0.065,-0.065,0.697
4,5,43,0,42,NORM. DIFFUSION,1.067E-2,4.793,0.371,1.953,0.994,0.008,0.114,0.147,1.923,0.545,0.675,0.330,0.061,0.022,0.333,0.545,0.577
8,10,53,42,94,NORM. DIFFUSION,3.879E-3,7.285,1.675,2.002,0.422,0.008,0.106,0.083,2.318,0.626,0.212,0.118,0.110,0.015,0.677,0.858,0.599
10,17,41,0,40,NORM. DIFFUSION,1.509E-3,7.090,1.956,1.677,0.992,0.007,0.134,0.129,4.848,0.198,2.061,0.470,0.853,0.028,0.018,0.107,0.585
13,21,26,2,27,NORM. DIFFUSION,8.941E-3,7.271,2.502,1.963,0.863,0.007,0.103,0.122,2.833,0.350,0.347,0.094,0.275,0.019,0.245,0.332,0.572
13,23,10,64,73,NORM. DIFFUSION,2.805E-13,7.380,2.700,2.791,0.688,0.002,0.048,0.076,1.828,4.574E-12,0.102,0.255,0.433,0.046,-0.143,-0.143,0.551
15,24,41,0,40,NORM. DIFFUSION,9.596E-3,2.241,2.512,1.941,0.971,0.005,0.082,0.087,2.230,0.728,0.554,0.138,0.076,0.018,0.573,0.856,0.597
17,30,16,5,20,NORM. DIFFUSION,1.976E-2,4.435,3.310,1.578,0.812,0.032,0.252,0.264,2.382,0.842,0.198,0.216,0.147,0.023,0.684,0.884,0.661
20,36,13,29,41,NORM. DIFFUSION,2.116E-2,4.185,3.428,1.792,0.993,0.068,0.308,0.305,1.165,1.143,-0.229,0.373,0.717,0.015,0.832,0.921,0.636
23,38,17,0,16,NORM. DIFFUSION,1.207E-2,7.609,5.798,2.318,0.977,0.011,0.128,0.213,1.828,0.422,-0.056,0.084,0.350,0.031,0.498,0.722,0.624
25,42,32,15,46,NORM. DIFFUSION,2.932E-2,1.432,6.174,1.581,0.648,0.028,0.241,0.374,1.399,0.622,1.299,0.514,0.160,0.026,0.899,0.937,0.587
28,50,21,8,28,NORM. DIFFUSION,2.018E-2,4.484,6.737,2.036,0.984,0.002,0.049,0.076,1.960,0.568,0.012,0.319,0.103,0.025,0.354,0.355,0.555
28,52,39,36,74,NORM. DIFFUSION,4.62E-3,4.290,6.596,1.842,0.980,9.787E-4,0.037,0.040,2.239,0.438,0.097,0.363,0.074,0.010,0.128,0.274,0.587
31,57,15,17,31,NORM. DIFFUSION,6.459E-3,0.805,7.045,1.640,0.950,0.012,0.178,0.194,1.614,0.283,2.664,0.499,0.284,0.026,0.171,0.284,0.518
35,69,14,16,29,NORM. DIFFUSION,5.741E-3,1.291,7.434,2.261,0.662,0.021,0.188,0.222,1.284,0.302,0.763,0.147,0.051,0.020,0.372,0.544,0.660
36,73,11,13,23,NORM. DIFFUSION,4.407E-2,1.800,7.418,1.992,0.990,0.043,0.267,0.518,1.044,0.699,0.490,0.319,0.154,0.043,0.530,0.742,0.564
39,77,11,10,20,NORM. DIFFUSION,2.312E-2,4.865,2.713,2.049,0.823,0.035,0.218,0.215,1.938,1.056,-0.270,0.245,0.320,0.018,0.840,0.858,0.631
46,81,11,7,17,NORM. DIFFUSION,1.806E-1,1.429,6.818,1.824,0.991,0.013,0.152,0.340,2.558,1.275,0.368,0.349,0.929,0.055,0.996,1.000,0.561
46,84,14,51,64,NORM. DIFFUSION,6.834E-2,1.283,7.346,1.710,0.963,0.002,0.050,0.117,3.089,0.796,0.120,0.163,0.070,0.021,0.371,0.633,0.666
59,92,12,17,28,NORM. DIFFUSION,5.847E-2,6.950,4.240,1.739,0.925,0.056,0.294,0.450,2.198,1.097,0.277,0.097,0.150,0.024,0.996,0.998,0.638
61,96,11,18,28,NORM. DIFFUSION,1.54E-2,4.382,2.549,1.853,0.989,0.026,0.192,0.192,3.220,0.939,0.054,0.117,0.033,0.023,0.664,0.834,0.804
62,100,38,32,69,NORM. DIFFUSION,8.896E-3,0.151,5.155,2.242,0.920,0.002,0.052,0.066,2.051,0.570,0.270,0.157,0.148,0.026,0.415,0.718,0.642
66,104,30,23,52,NORM. DIFFUSION,3.552E-2,4.827,3.452,1.983,0.995,4.975E-4,0.028,0.052,2.020,0.643,0.306,0.147,0.013,0.039,0.436,0.510,0.659
67,105,12,20,31,NORM. DIFFUSION,1.067E-1,2.137,4.733,1.672,0.250,0.092,0.382,0.752,2.478,1.060,0.069,0.258,0.024,0.068,0.772,0.754,0.687
71,110,10,24,33,NORM. DIFFUSION,1.541E-11,2.796,6.288,1.525,0.818,0.015,0.164,0.385,1.729,1.605E-11,1.220,0.615,0.556,0.055,-0.143,-0.143,0.585
72,117,19,26,44,NORM. DIFFUSION,2.556E-2,4.861,7.274,2.380,0.998,0.009,0.109,0.160,2.180,0.718,-0.259,0.068,0.183,0.039,0.724,0.823,0.625
73,120,33,20,52,NORM. DIFFUSION,3.501E-2,0.632,0.303,1.868,0.845,0.018,0.164,0.235,3.051,0.825,0.363,0.207,0.032,0.018,0.808,0.941,0.612
76,126,13,25,37,NORM. DIFFUSION,3.783E-2,0.932,5.166,1.498,0.784,0.107,0.438,0.789,1.739,0.606,0.409,0.519,0.507,0.040,0.719,0.773,0.523
77,128,25,24,48,NORM. DIFFUSION,3.781E-2,5.190,5.565,2.153,0.978,0.022,0.174,0.292,2.088,0.739,0.062,0.155,0.055,0.027,0.598,0.742,0.621
80,132,25,27,51,NORM. DIFFUSION,1.067E-2,5.304,6.811,1.832,0.990,0.009,0.120,0.142,4.877,0.561,0.019,0.105,0.130,0.023,0.502,0.610,0.559
81,134,11,27,37,NORM. DIFFUSION,4.052E-10,1.127,0.985,1.579,0.857,0.008,0.136,0.245,2.039,1.584E-11,0.655,0.360,-0.064,0.027,-0.125,-0.125,0.597
83,142,13,38,50,NORM. DIFFUSION,6.663E-2,6.871,4.262,2.003,0.996,0.029,0.204,0.457,2.619,0.846,0.025,0.007,0.388,0.042,0.752,0.864,0.714
86,148,12,27,38,NORM. DIFFUSION,7.419E-2,5.520,7.177,1.547,0.719,0.041,0.268,0.570,3.054,0.790,0.480,0.283,-0.083,0.059,0.997,0.996,0.641
91,170,11,28,38,NORM. DIFFUSION,8.259E-2,0.833,7.775,1.521,0.844,0.024,0.212,0.414,2.017,0.904,0.287,0.430,0.114,0.062,0.999,1.000,0.578
94,174,12,35,46,NORM. DIFFUSION,4.325E-2,1.383,0.117,1.635,0.503,0.080,0.327,0.618,2.313,0.777,-0.254,0.081,-0.036,0.032,0.842,0.910,0.656
97,176,15,37,51,NORM. DIFFUSION,5.853E-3,6.792,1.613,1.927,0.988,0.027,0.199,0.283,1.650,0.351,0.222,0.048,0.723,0.020,0.037,0.258,0.556
