PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
1,2,12,7,18,SUBDIFFUSION,5.293E-4,0.843,7.773,2.385,-0.227,0.008,0.111,0.062,2.497,0.100,0.394,0.030,1.800,0.020,0.185,0.185,0.514
4,6,12,43,54,SUBDIFFUSION,2.002E-3,4.733,0.617,2.640,0.040,0.019,0.167,0.247,2.325,3.871E-12,0.236,0.204,1.618,0.039,-0.105,-0.105,0.708
8,9,40,2,41,SUBDIFFUSION,9.428E-4,7.327,1.590,1.898,-0.227,0.003,0.068,0.055,4.064,0.085,0.154,0.309,0.997,0.023,0.001,0.001,0.585
8,11,10,95,104,SUBDIFFUSION,4.008E-3,7.136,1.824,2.042,0.762,0.073,0.292,0.302,1.413,0.494,-0.430,0.238,0.411,0.022,0.952,0.952,0.563
9,14,14,0,13,SUBDIFFUSION,7.236E-4,3.197,1.714,2.634,0.340,0.006,0.102,0.074,1.409,0.019,0.039,0.107,1.492,0.020,0.009,0.009,0.579
9,16,38,26,63,SUBDIFFUSION,1.317E-3,3.200,1.695,2.095,0.954,0.001,0.048,0.041,8.092,0.018,2.359,0.110,2.049,0.027,-0.017,-0.017,0.563
13,22,36,28,63,SUBDIFFUSION,2.557E-3,7.303,2.602,2.483,-0.227,2.806E-4,0.020,0.019,2.673,0.322,0.350,0.032,0.335,0.030,0.401,0.401,0.650
15,25,17,41,57,SUBDIFFUSION,5.552E-3,2.122,2.376,2.027,0.942,0.009,0.111,0.153,2.401,0.336,-0.095,0.080,0.106,0.036,0.109,0.109,0.577
19,34,11,6,16,SUBDIFFUSION,8.615E-4,7.938,3.589,2.271,-0.227,0.004,0.087,0.068,2.846,3.891E-11,0.500,0.120,0.154,0.021,-0.125,-0.125,0.665
24,40,11,2,12,SUBDIFFUSION,3.544E-3,0.993,6.011,2.059,-0.227,0.007,0.108,0.068,2.123,0.719,-0.014,0.146,0.667,0.007,0.252,0.252,0.563
25,41,15,0,14,SUBDIFFUSION,8.251E-3,1.515,5.933,1.922,0.970,6.803E-4,0.038,0.069,3.775,0.112,0.473,0.372,1.274,0.059,-0.056,-0.056,0.493
27,47,24,7,30,SUBDIFFUSION,2.133E-3,0.580,6.542,2.269,0.734,0.005,0.084,0.084,2.038,0.203,-0.138,0.264,0.208,0.031,0.225,0.225,0.633
31,56,13,4,16,SUBDIFFUSION,1.293E-3,0.938,7.022,2.691,0.760,0.005,0.094,0.057,2.317,0.335,-0.040,0.106,0.300,0.018,0.698,0.698,0.606
34,62,14,7,20,SUBDIFFUSION,7.46E-4,1.197,1.097,2.499,0.620,0.005,0.096,0.052,1.800,0.214,0.282,0.012,0.800,0.022,0.273,0.273,0.565
38,74,11,1,11,SUBDIFFUSION,6.352E-3,5.349,5.538,1.929,0.131,0.073,0.330,0.385,1.644,0.500,-0.233,0.233,0.133,0.029,0.652,0.652,0.678
42,79,12,10,21,SUBDIFFUSION,8.595E-3,0.083,4.090,2.507,-0.227,0.000,0.000,0.000,1.484,0.221,0.037,0.324,0.037,0.070,-0.014,-0.014,0.612
44,80,11,10,20,SUBDIFFUSION,1.764E-3,0.818,5.440,2.340,-0.227,0.004,0.070,0.096,2.209,1.099E-10,-0.003,0.136,0.356,0.042,-0.125,-0.125,0.708
46,82,20,18,37,SUBDIFFUSION,1.257E-2,1.472,6.826,1.747,0.777,0.019,0.171,0.320,2.165,0.352,0.356,0.375,0.491,0.060,0.575,0.575,0.571
51,85,26,12,37,SUBDIFFUSION,6.602E-3,3.851,7.828,2.259,0.960,0.005,0.081,0.122,1.898,0.309,0.056,0.467,0.500,0.037,0.288,0.288,0.601
