 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,114.111,101.620,109.312
2,113.770,101.641,109.020
3,113.997,101.801,109.237
4,102.437,101.592,109.054
5,103.566,101.768,109.006
6,104.270,101.487,109.217
7,105.100,101.631,109.320
8,105.672,101.534,109.026
9,106.048,101.507,110.053
10,106.193,101.815,109.593
11,106.744,101.519,109.941
12,107.202,101.685,109.481
13,107.296,101.789,108.932
14,107.975,101.889,108.813
15,108.188,101.872,109.659
16,108.511,101.853,108.949
17,108.415,101.972,109.215
18,109.204,101.875,109.126
19,108.855,101.907,110.112
20,108.763,101.906,109.763
21,109.026,101.887,109.554
22,109.455,101.822,109.787
23,109.567,101.896,109.812
24,109.416,101.945,109.553
25,109.298,101.760,109.854
26,108.943,102.018,109.522
27,109.193,101.982,109.616
28,109.143,101.945,109.606
29,109.352,101.951,110.145
30,109.865,101.921,110.131
31,109.669,101.741,109.988
32,109.662,101.963,109.911
33,110.230,101.884,109.874
34,109.578,101.918,109.582
35,109.492,101.963,109.645
36,109.694,101.925,109.212
37,109.492,101.856,109.465
38,109.546,101.941,109.279
39,109.593,101.835,109.359
40,109.592,101.849,109.370
41,109.583,101.809,109.386
42,109.666,102.015,109.547
43,110.175,102.029,109.869
44,109.805,101.950,109.765
45,110.028,101.879,109.314
46,110.596,101.949,109.285
47,110.306,101.877,109.377
48,109.949,101.899,109.376
49,110.138,101.925,109.321
50,110.012,101.959,109.294
51,109.998,102.137,109.088
52,109.955,101.835,109.482
53,110.357,101.938,109.555
54,110.447,101.884,109.419
55,110.764,101.937,109.875
56,110.870,101.938,109.721
57,110.738,101.829,109.529
58,110.616,101.962,110.176
59,110.617,102.140,109.818
60,110.625,102.049,109.343
61,110.841,101.938,109.415
62,110.592,102.128,110.003
63,110.832,101.982,109.510
64,110.691,101.782,109.462
