 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.708,101.642,110.569
2,111.635,101.689,110.858
3,111.523,101.581,110.583
4,102.439,101.677,110.552
5,103.448,101.700,110.825
6,104.295,101.720,111.046
7,104.830,101.767,110.613
8,105.104,101.606,110.635
9,105.590,101.857,110.486
10,105.902,101.913,110.193
11,106.340,101.749,109.946
12,106.412,101.825,110.125
13,106.900,101.691,110.280
14,106.826,101.732,110.607
15,107.242,101.944,110.312
16,107.773,102.090,110.312
17,107.399,101.879,110.167
18,107.623,101.666,110.218
19,107.963,101.913,109.854
20,107.602,101.961,109.688
21,108.395,101.883,109.985
22,107.940,101.768,110.113
23,108.023,101.813,109.589
24,108.195,101.822,109.632
25,108.336,101.813,109.384
26,108.377,101.616,110.147
27,108.526,101.884,109.708
28,108.922,101.867,109.657
29,108.793,101.865,110.082
30,108.884,101.644,109.714
31,108.991,101.876,110.453
32,109.215,101.927,109.987
33,109.447,102.008,109.881
34,109.616,101.958,110.153
35,109.212,101.937,110.161
36,109.451,102.129,110.204
37,109.684,101.718,110.316
38,109.779,101.921,110.638
39,109.828,101.834,109.924
40,109.814,101.997,110.376
41,109.455,101.909,110.182
42,109.782,101.807,110.032
43,109.453,101.973,110.080
44,109.604,102.102,110.572
45,109.317,101.837,110.585
46,109.582,101.768,110.037
47,109.369,101.832,110.116
48,109.280,101.885,110.054
49,109.486,101.840,109.929
50,109.163,101.926,110.153
51,109.371,101.872,109.841
52,109.088,101.927,110.085
53,109.198,101.945,109.930
54,109.483,101.856,109.858
55,109.206,101.936,110.194
56,108.867,101.868,110.432
57,108.853,101.911,110.184
58,108.984,101.888,109.972
59,109.149,101.856,109.650
60,109.478,101.774,110.158
61,109.317,101.891,109.553
62,109.631,101.858,109.726
63,109.517,101.878,109.745
64,109.740,102.021,110.183
