 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.742,102.631,111.816
2,111.721,102.642,111.695
3,111.029,102.592,112.400
4,102.727,102.347,112.135
5,104.147,102.605,111.496
6,104.944,102.662,112.378
7,105.352,102.465,112.228
8,105.858,102.544,112.306
9,106.346,102.329,112.953
10,106.419,102.376,112.568
11,106.914,102.514,112.441
12,107.475,102.419,112.519
13,107.844,102.402,112.495
14,108.142,102.509,111.962
15,108.347,102.698,112.194
16,107.960,102.888,111.912
17,107.887,102.547,112.405
18,108.079,102.428,112.290
19,108.034,102.588,112.343
20,108.253,102.568,111.758
21,108.292,102.419,112.363
22,108.629,102.694,111.676
23,108.750,102.548,111.702
24,108.658,102.547,111.815
25,108.660,102.469,111.683
26,109.096,102.520,112.313
27,108.867,102.503,112.053
28,108.825,102.567,111.697
29,109.065,102.444,112.119
30,109.326,102.554,112.316
31,109.066,102.525,112.000
32,109.095,102.574,111.591
33,109.265,102.597,111.239
34,109.114,102.483,112.025
35,109.624,102.702,112.031
36,109.365,102.683,111.843
37,109.549,102.483,111.843
38,109.662,102.682,112.392
39,109.389,102.477,111.890
40,109.248,102.712,111.522
41,109.481,102.693,111.655
42,109.267,102.630,111.496
43,108.748,102.570,110.766
44,109.018,102.629,110.775
45,109.535,102.686,111.338
46,109.627,102.670,111.675
47,109.673,102.703,111.474
48,109.739,102.600,111.493
49,110.288,102.555,111.282
50,109.970,102.374,110.818
51,110.139,102.575,110.931
52,110.104,102.585,111.571
53,109.623,102.606,111.481
54,110.159,102.451,111.723
55,109.895,102.504,111.621
56,109.473,102.544,111.992
57,110.101,102.593,111.640
58,109.807,102.799,111.302
59,109.673,102.561,111.801
60,109.702,102.493,111.665
61,109.806,102.579,111.943
62,109.657,102.487,111.969
63,110.012,102.716,111.430
64,109.446,102.586,111.529
