 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.797,102.140,111.216
2,111.976,102.321,111.506
3,111.205,102.323,111.819
4,102.778,102.197,111.707
5,103.793,102.044,111.465
6,104.394,102.387,111.457
7,104.956,102.103,111.462
8,105.490,102.068,111.793
9,105.786,102.194,111.411
10,106.429,102.181,111.987
11,106.312,102.188,112.142
12,106.595,102.194,111.947
13,106.636,102.432,111.643
14,107.042,102.327,112.522
15,106.929,102.277,112.166
16,107.429,102.075,111.478
17,107.479,102.097,112.803
18,107.706,102.411,112.207
19,107.992,102.331,112.365
20,107.896,101.982,112.387
21,107.947,102.319,112.963
22,108.333,102.154,112.484
23,108.154,102.319,111.766
24,108.263,102.201,112.117
25,108.505,101.989,111.812
26,108.221,102.166,112.246
27,108.342,102.194,112.323
28,108.636,102.328,112.381
29,108.928,102.244,112.562
30,108.961,102.280,112.261
31,108.501,102.104,111.999
32,109.152,102.306,112.550
33,108.947,102.140,112.312
34,109.621,102.100,112.068
35,109.225,102.172,112.116
36,109.216,102.235,112.592
37,109.113,102.178,112.311
38,109.557,102.250,112.051
39,109.224,102.182,111.868
40,109.283,102.159,112.252
41,109.069,102.228,111.723
42,109.347,102.288,111.692
43,108.993,102.206,111.552
44,109.251,102.204,111.667
45,109.020,102.213,111.934
46,109.132,102.219,111.708
47,109.410,101.973,111.939
48,109.382,102.343,111.725
49,109.309,102.180,111.724
50,109.261,102.159,112.294
51,109.276,102.261,112.653
52,109.343,102.303,111.641
53,109.471,102.305,112.434
54,109.135,102.526,111.962
55,108.830,102.219,111.972
56,108.652,102.224,111.681
57,108.521,102.234,111.712
58,108.809,102.230,112.211
59,108.598,102.317,112.236
60,108.598,102.310,111.955
61,108.995,102.262,111.896
62,108.752,102.111,112.193
63,109.241,102.176,112.036
64,109.147,102.335,112.482
