 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.369,102.489,107.171
2,107.562,102.394,107.081
3,107.456,102.178,107.058
4,102.714,102.112,107.044
5,103.714,102.317,107.547
6,104.110,102.288,107.604
7,105.072,102.482,107.161
8,104.986,102.194,107.522
9,105.539,102.257,107.597
10,105.629,102.389,107.239
11,106.048,102.451,107.164
12,105.616,102.417,107.177
13,105.644,102.372,107.141
14,106.220,102.284,106.767
15,106.135,102.525,107.429
16,106.054,102.431,107.352
17,106.175,102.326,107.299
18,106.109,102.560,107.541
19,106.062,102.454,107.456
20,106.335,102.290,107.290
21,106.330,102.581,107.453
22,106.528,102.360,107.382
23,106.630,102.422,107.337
24,106.806,102.464,107.430
25,106.901,102.115,107.438
26,107.141,102.288,107.341
27,106.716,102.345,107.464
28,106.966,102.432,107.302
29,107.076,102.536,107.107
30,106.858,102.407,107.347
31,106.875,102.286,107.156
32,107.023,102.501,107.189
33,106.563,102.413,107.466
34,106.547,102.471,107.250
35,106.910,102.363,107.111
36,107.267,102.400,107.450
37,106.925,102.440,106.977
38,106.861,102.359,107.153
39,107.163,102.273,107.192
40,107.044,102.623,107.367
41,106.997,102.351,107.037
42,106.873,102.453,107.065
43,106.999,102.451,107.447
44,107.069,102.491,107.208
45,106.787,102.404,107.054
46,106.950,102.622,107.193
47,106.783,102.249,107.106
48,106.981,102.370,106.848
49,106.839,102.371,107.055
50,107.015,102.427,107.287
51,107.183,102.296,107.291
52,106.683,102.384,107.355
53,106.848,102.328,106.849
54,106.688,102.572,107.022
55,106.862,102.550,106.778
56,106.535,102.428,107.090
57,106.623,102.377,107.174
58,106.899,102.430,106.900
59,106.884,102.371,107.149
60,106.527,102.221,107.265
61,106.848,102.407,107.028
62,107.235,102.439,106.839
63,107.050,102.676,106.854
64,106.934,102.288,106.700
