 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,107.969,102.318,108.495
2,107.557,102.342,108.398
3,107.633,102.194,108.359
4,102.865,102.250,107.928
5,103.535,102.263,108.294
6,103.955,102.364,107.921
7,104.468,102.304,107.750
8,104.805,102.491,108.018
9,104.905,102.381,108.026
10,105.438,102.122,107.924
11,105.163,102.505,107.984
12,105.414,102.355,107.897
13,105.652,102.261,107.698
14,105.738,102.350,108.012
15,105.764,102.297,108.328
16,105.802,102.288,108.183
17,105.696,102.175,107.928
18,105.976,102.329,107.977
19,106.116,102.442,107.704
20,106.294,102.245,107.885
21,106.133,102.354,107.502
22,106.316,102.386,107.755
23,106.180,102.472,107.767
24,106.045,102.244,108.271
25,106.184,102.472,107.991
26,106.605,102.442,107.959
27,106.768,102.318,108.021
28,106.931,102.563,108.111
29,106.793,102.295,107.806
30,106.472,102.285,108.053
31,106.534,102.478,107.867
32,106.532,102.350,108.192
33,106.530,102.410,108.216
34,106.500,102.376,108.147
35,106.727,102.342,107.915
36,106.558,102.342,108.296
37,106.666,102.386,107.986
38,106.597,102.509,107.871
39,106.487,102.248,107.941
40,106.535,102.526,107.746
41,106.508,102.364,107.648
42,106.498,102.174,107.638
43,106.771,102.338,107.829
44,106.907,102.485,108.240
45,106.810,102.360,108.289
46,107.064,102.379,108.174
47,107.045,102.478,108.559
48,107.096,102.269,108.184
49,107.206,102.248,108.267
50,106.947,102.329,108.161
51,107.029,102.519,108.362
52,106.946,102.280,108.193
53,107.292,102.507,108.213
54,107.523,102.561,108.109
55,107.289,102.388,108.029
56,107.129,102.432,108.385
57,107.515,102.441,108.473
58,107.183,102.397,108.557
59,107.216,102.307,108.610
60,107.147,102.277,108.458
61,107.166,102.346,108.180
62,107.414,102.389,108.422
63,107.387,102.394,108.382
64,107.473,102.166,108.757
