 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.911,102.990,110.977
2,109.452,102.821,110.535
3,109.664,102.741,110.987
4,103.162,102.593,110.453
5,103.920,102.841,110.318
6,104.494,102.748,110.518
7,104.888,102.803,110.387
8,104.967,102.813,110.596
9,105.303,102.726,110.427
10,105.818,102.848,110.036
11,105.881,102.768,110.110
12,105.882,102.687,109.817
13,105.945,102.696,110.276
14,106.502,102.735,110.114
15,106.678,102.830,110.206
16,106.792,102.680,110.478
17,106.868,102.798,110.478
18,106.919,102.737,110.393
19,107.151,102.706,110.465
20,107.080,102.940,110.622
21,106.944,102.997,110.407
22,107.382,102.896,109.904
23,107.453,102.811,109.965
24,107.646,102.908,110.088
25,107.708,102.853,110.090
26,107.581,102.759,110.101
27,107.582,102.750,110.226
28,107.773,102.876,109.957
29,107.778,102.718,110.055
30,107.839,102.801,109.791
31,108.156,102.840,110.035
32,108.292,102.735,109.565
33,108.333,102.794,109.678
34,108.238,102.639,109.605
35,108.661,102.905,109.792
36,108.475,102.838,109.485
37,108.396,102.901,109.385
38,108.068,102.996,109.518
39,108.374,102.811,109.578
40,108.451,102.719,109.471
41,108.151,102.705,109.328
42,108.317,102.771,109.288
43,108.326,102.769,109.712
44,108.155,102.764,109.441
45,108.285,102.895,109.363
46,108.363,102.518,109.660
47,108.650,102.695,109.855
48,108.452,102.735,109.778
49,108.676,102.707,109.836
50,108.436,102.672,109.733
51,108.477,102.775,109.651
52,108.658,102.794,110.362
53,108.675,102.829,110.174
54,108.673,102.818,109.675
55,108.912,102.691,109.912
56,108.615,102.788,110.041
57,108.876,102.898,110.194
58,108.520,102.676,109.863
59,108.505,102.900,110.119
60,108.639,102.732,109.762
61,108.702,102.858,109.511
62,108.718,102.660,109.470
63,108.753,102.765,110.135
64,108.863,102.702,109.757
