PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
3,2,16,24,39,SUBDIFFUSION,4.851E-3,4.915,4.002,2.478,-0.227,0.004,0.078,0.143,1.522,0.072,0.157,0.109,1.320,0.055,-0.043,-0.043,0.642
11,25,12,8,19,SUBDIFFUSION,2.068E-3,0.850,4.947,2.173,0.148,0.028,0.183,0.175,1.676,0.309,-0.236,0.303,0.112,0.026,0.710,0.710,0.629
12,28,11,0,10,SUBDIFFUSION,3.088E-3,7.556,5.044,1.796,-0.227,0.075,0.319,0.366,1.664,0.299,-0.156,0.307,0.212,0.024,0.189,0.189,0.440
15,32,40,0,39,SUBDIFFUSION,6.789E-3,6.441,5.584,2.370,0.878,0.002,0.053,0.102,2.855,0.134,0.349,0.164,1.353,0.050,0.073,0.073,0.622
17,35,20,0,19,SUBDIFFUSION,2.987E154,2.410,0.178,2.089,0.866,0.000,0.000,0.000,4.073,5.335E153,-0.160,0.180,0.033,0.021,0.000,0.000,0.650
17,37,42,31,72,SUBDIFFUSION,7.974E-4,2.375,0.165,2.073,-0.227,0.006,0.102,0.074,9.877,0.008,2.016,0.015,1.578,0.014,-0.016,-0.016,0.616
20,44,12,10,21,SUBDIFFUSION,6.184E-3,4.653,5.640,1.934,0.715,0.032,0.226,0.498,2.568,4.516E-12,0.391,0.289,0.170,0.064,-0.105,-0.105,0.641
24,56,30,10,39,SUBDIFFUSION,2.295E-3,4.712,0.196,2.650,0.943,0.007,0.099,0.097,2.279,0.253,-0.005,0.040,0.630,0.026,0.361,0.361,0.603
24,59,13,103,115,SUBDIFFUSION,1.983E-3,4.711,0.212,1.897,0.817,0.035,0.218,0.179,1.943,0.328,-0.240,0.137,-0.025,0.020,0.368,0.368,0.573
26,66,21,18,38,SUBDIFFUSION,1.256E-3,7.472,0.720,2.320,0.975,0.004,0.081,0.076,4.069,1.702E-12,0.662,0.023,1.429,0.024,-0.042,-0.042,0.574
27,70,12,3,14,SUBDIFFUSION,1.775E-2,4.017,0.677,2.426,0.709,0.014,0.147,0.333,1.399,0.381,0.445,0.082,0.089,0.046,0.988,0.988,0.640
30,75,13,0,12,SUBDIFFUSION,8.38E-3,5.354,6.215,1.880,0.157,0.034,0.232,0.227,2.484,0.705,0.259,0.246,0.300,0.021,0.676,0.676,0.586
32,79,13,31,43,SUBDIFFUSION,1.113E-2,6.646,6.425,2.148,-0.227,0.021,0.158,0.227,2.423,0.626,-0.333,0.104,0.200,0.023,0.525,0.525,0.632
37,86,15,3,17,SUBDIFFUSION,7.403E-3,6.267,7.056,2.300,0.982,0.039,0.225,0.243,1.617,0.611,-0.056,0.207,1.029,0.025,0.356,0.356,0.601
41,96,14,0,13,SUBDIFFUSION,4.659E-3,1.546,7.563,2.366,-0.227,0.027,0.192,0.381,1.915,0.043,-0.206,0.077,0.182,0.060,-0.027,-0.027,0.578
42,101,11,83,93,SUBDIFFUSION,1.126E-1,0.767,6.902,1.584,0.767,0.044,0.251,0.531,1.366,1.102,-0.030,0.304,0.262,0.034,0.963,0.963,0.648
49,119,14,0,13,SUBDIFFUSION,4.445E-2,0.614,1.883,2.470,0.979,0.018,0.152,0.493,2.310,0.495,-0.178,0.019,1.185,0.083,0.426,0.426,0.650
52,123,18,0,17,SUBDIFFUSION,3.353E-2,5.998,2.662,2.114,0.473,0.011,0.124,0.288,1.758,0.627,-0.137,0.199,0.554,0.056,0.657,0.657,0.653
53,131,28,5,32,SUBDIFFUSION,1.026E-3,3.873,3.006,2.580,-0.227,0.010,0.117,0.080,1.601,0.268,-0.167,0.190,0.406,0.021,0.462,0.462,0.612
53,133,38,46,83,SUBDIFFUSION,9.228E-4,3.894,3.042,2.519,0.305,3.096E-4,0.019,0.018,3.047,0.004,-0.300,0.142,0.470,0.026,-0.018,-0.018,0.615
53,135,46,106,151,SUBDIFFUSION,5.635E-3,3.887,3.039,2.462,0.613,2.752E-4,0.019,0.021,2.045,0.505,0.041,0.349,0.122,0.032,0.753,0.753,0.622
54,140,13,0,12,SUBDIFFUSION,5.219E-3,6.618,2.923,2.070,-0.227,0.023,0.182,0.227,1.751,0.400,-0.226,0.094,1.086,0.041,0.302,0.302,0.646
55,143,32,0,31,SUBDIFFUSION,7.648E-3,7.289,3.399,2.411,0.524,0.002,0.052,0.110,2.553,0.159,0.402,0.330,0.320,0.062,0.146,0.146,0.651
56,146,19,2,20,SUBDIFFUSION,1.315E-2,7.615,3.307,2.013,0.633,0.007,0.104,0.169,4.469,0.514,0.021,0.050,-0.040,0.052,0.441,0.441,0.623
56,148,35,46,80,SUBDIFFUSION,8.666E-3,7.593,3.256,2.135,0.645,0.003,0.069,0.128,3.884,0.196,0.295,0.257,0.685,0.046,0.143,0.143,0.596
68,174,12,2,13,SUBDIFFUSION,3.859E-2,4.073,6.833,2.105,0.587,0.050,0.256,0.498,1.354,0.827,-0.281,0.137,0.068,0.056,0.771,0.771,0.553
81,201,13,3,15,SUBDIFFUSION,1.255E-2,0.366,2.698,2.474,0.993,0.002,0.054,0.127,2.245,0.202,-0.181,0.083,2.193,0.058,0.003,0.003,0.587
