ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
3,51,0,50,2,35,1,16,0,0,0,0
4,25,0,24,0,0,0,0,0,0,1,12
5,18,0,17,0,0,0,0,0,0,1,18
6,16,0,15,0,0,0,0,0,0,0,0
8,39,0,38,1,22,0,0,0,0,1,11
9,16,0,15,0,0,0,0,0,0,1,12
10,13,0,12,1,13,0,0,0,0,0,0
11,45,0,44,1,10,1,12,0,0,1,15
12,12,0,11,0,0,1,11,0,0,0,0
13,14,0,13,1,12,0,0,0,0,0,0
15,40,0,39,0,0,1,40,0,0,0,0
16,19,0,18,1,17,0,0,0,0,0,0
17,74,0,73,1,11,2,62,0,0,0,0
18,12,0,11,1,12,0,0,0,0,0,0
19,16,0,15,0,0,0,0,0,0,1,16
20,22,0,21,0,0,1,12,0,0,0,0
21,17,0,16,0,0,0,0,0,0,1,13
22,23,0,22,0,0,0,0,0,0,1,13
23,18,0,17,0,0,0,0,0,0,1,18
24,158,0,157,2,71,2,43,1,18,1,11
25,29,0,28,1,20,0,0,0,0,0,0
26,79,0,78,2,58,1,21,0,0,0,0
27,25,0,24,0,0,1,12,0,0,0,0
28,23,0,22,0,0,0,0,0,0,1,16
30,13,0,12,0,0,1,13,0,0,0,0
31,12,0,11,0,0,0,0,0,0,1,12
32,44,0,43,1,23,1,13,0,0,0,0
33,17,0,16,1,13,0,0,0,0,0,0
34,23,0,22,1,18,0,0,0,0,0,0
35,11,1,11,0,0,0,0,0,0,1,11
37,21,1,21,0,0,1,15,0,0,0,0
39,22,1,22,1,12,0,0,0,0,0,0
40,29,0,28,1,18,0,0,0,0,1,11
41,14,0,13,0,0,1,14,0,0,0,0
42,111,0,110,2,56,1,11,0,0,3,38
43,23,0,22,1,17,0,0,0,0,0,0
44,17,0,16,0,0,0,0,0,0,1,12
45,25,0,24,1,20,0,0,0,0,0,0
47,70,0,69,1,64,0,0,0,0,0,0
48,20,0,19,1,13,0,0,0,0,0,0
49,14,0,13,0,0,1,14,0,0,0,0
51,17,0,16,0,0,0,0,0,0,1,12
52,32,0,31,1,11,1,18,0,0,0,0
53,162,0,161,2,35,3,112,0,0,0,0
54,92,0,91,1,71,1,13,0,0,0,0
55,32,0,31,0,0,1,32,0,0,0,0
56,83,0,82,1,25,2,54,0,0,0,0
57,14,1,14,1,11,0,0,0,0,0,0
58,11,0,10,0,0,0,0,0,0,1,11
59,11,2,12,1,11,0,0,0,0,0,0
60,19,5,23,1,14,0,0,0,0,0,0
61,25,6,30,1,25,0,0,0,0,0,0
62,13,5,17,1,13,0,0,0,0,0,0
63,55,5,59,1,40,0,0,0,0,1,11
64,12,0,11,0,0,0,0,0,0,1,12
65,28,2,29,0,0,0,0,0,0,1,13
66,48,0,47,1,40,0,0,0,0,0,0
67,15,5,19,0,0,0,0,0,0,1,12
68,15,2,16,0,0,1,12,0,0,0,0
69,16,4,19,1,12,0,0,0,0,0,0
71,13,0,12,1,11,0,0,0,0,0,0
73,20,6,25,0,0,0,0,0,0,1,13
74,44,4,47,1,36,0,0,0,0,0,0
76,22,6,27,1,18,0,0,0,0,0,0
77,11,4,14,1,11,0,0,0,0,0,0
78,33,0,32,1,33,0,0,0,0,0,0
79,16,2,17,0,0,0,0,0,0,1,16
80,31,0,30,1,16,0,0,0,0,0,0
81,14,2,15,0,0,1,13,0,0,0,0
82,66,3,68,2,44,1,16,0,0,0,0
83,35,0,34,0,0,0,0,0,0,1,27
84,28,3,30,0,0,0,0,0,0,0,0
86,17,7,23,1,14,0,0,0,0,0,0
88,30,7,36,1,18,0,0,0,0,0,0
89,22,7,28,1,22,0,0,0,0,0,0
90,18,7,24,0,0,0,0,0,0,1,13
92,17,8,24,1,10,0,0,0,0,0,0
93,14,8,21,1,14,0,0,0,0,0,0
95,13,8,20,0,0,1,11,0,0,0,0
96,70,8,77,1,41,0,0,0,0,1,15
97,11,2,12,1,11,0,0,0,0,0,0
98,18,12,29,1,18,0,0,0,0,0,0
100,18,14,31,1,18,0,0,0,0,0,0
101,25,11,35,0,0,1,15,0,0,0,0
104,20,12,31,0,0,1,15,0,0,0,0
106,23,14,36,1,23,0,0,0,0,0,0
107,15,10,24,1,15,0,0,0,0,0,0
110,26,11,36,1,10,0,0,0,0,1,16
113,42,15,56,1,34,0,0,0,0,0,0
117,42,12,53,1,32,0,0,0,0,1,10
118,14,18,31,1,14,0,0,0,0,0,0
119,39,17,55,1,10,1,26,0,0,0,0
120,89,17,105,1,31,1,37,0,0,1,14
122,23,19,41,1,10,1,13,0,0,0,0
124,33,23,55,1,33,0,0,0,0,0,0
125,64,23,86,2,43,0,0,0,0,1,19
126,18,22,39,1,14,0,0,0,0,0,0
127,33,22,54,1,26,0,0,0,0,0,0
129,30,23,52,0,0,1,24,0,0,0,0
130,28,19,46,1,24,0,0,0,0,0,0
131,14,22,35,1,14,0,0,0,0,0,0
132,15,20,34,0,0,0,0,0,0,0,0
133,13,21,33,1,13,0,0,0,0,0,0
137,17,24,40,0,0,0,0,0,0,1,14
138,46,24,69,1,23,0,0,0,0,1,22
139,15,25,39,1,15,0,0,0,0,0,0
140,44,19,62,1,43,0,0,0,0,0,0
141,13,25,37,1,12,0,0,0,0,0,0
144,12,25,36,0,0,0,0,0,0,1,12
145,54,25,78,0,0,1,41,1,11,0,0
147,13,26,38,1,13,0,0,0,0,0,0
149,15,27,41,0,0,0,0,0,0,1,13
150,15,27,41,1,15,0,0,0,0,0,0
151,11,26,36,0,0,1,11,0,0,0,0
152,19,26,44,1,12,0,0,0,0,0,0
153,14,28,41,1,11,0,0,0,0,0,0
154,36,27,62,0,0,0,0,0,0,1,31
155,35,28,62,1,31,0,0,0,0,0,0
158,62,29,90,2,38,1,24,0,0,0,0
159,32,29,60,1,28,0,0,0,0,0,0
162,21,27,47,0,0,1,11,0,0,0,0
163,30,31,60,1,20,0,0,0,0,0,0
164,113,31,143,1,100,0,0,0,0,0,0
167,27,31,57,1,23,0,0,0,0,0,0
168,28,30,57,0,0,1,13,0,0,1,15
170,14,31,44,1,13,0,0,0,0,0,0
171,33,32,64,1,19,0,0,0,0,0,0
172,26,32,57,0,0,0,0,0,0,1,26
173,17,32,48,1,11,0,0,0,0,0,0
174,15,35,49,0,0,1,13,0,0,0,0
