PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
3,1,24,0,23,NORM. DIFFUSION,4.128E-2,4.652,3.825,2.050,0.995,9.747E-4,0.038,0.084,2.295,0.656,-0.025,0.012,0.508,0.050,0.399,0.639,0.521
3,3,11,40,50,NORM. DIFFUSION,2.136E-2,4.967,3.971,1.859,0.600,0.073,0.345,0.683,1.220,0.368,0.405,0.110,0.010,0.038,0.952,0.988,0.595
8,16,22,11,32,NORM. DIFFUSION,7.888E-2,1.276,4.587,1.980,0.962,0.022,0.171,0.460,1.966,0.699,-0.186,0.232,0.128,0.055,0.845,0.890,0.536
10,23,13,0,12,NORM. DIFFUSION,4.066E-2,0.492,5.218,1.681,0.515,0.009,0.114,0.160,1.732,0.878,0.278,0.453,2.800,0.037,0.812,0.846,0.601
11,27,10,35,44,NORM. DIFFUSION,9.564E-2,0.092,4.968,1.715,0.963,0.094,0.400,0.845,2.599,0.992,0.641,0.461,0.055,0.048,0.974,0.986,0.542
13,31,12,2,13,NORM. DIFFUSION,1.025E-1,7.373,5.453,1.476,0.992,0.068,0.386,0.804,1.921,0.979,0.393,0.017,-0.044,0.041,0.558,0.786,0.544
16,33,17,0,16,NORM. DIFFUSION,3.215E-2,3.282,0.181,2.021,0.768,0.002,0.055,0.095,1.629,0.765,-0.257,0.301,0.140,0.028,0.865,0.937,0.547
17,36,11,20,30,NORM. DIFFUSION,9.594E-3,2.407,0.124,1.917,0.992,0.020,0.180,0.152,3.918,0.783,0.348,0.111,1.333,0.015,0.541,0.755,0.562
18,39,12,0,11,NORM. DIFFUSION,2.514E-2,5.257,5.660,2.137,0.989,0.004,0.076,0.138,1.166,0.651,-0.056,0.297,0.234,0.041,0.363,0.612,0.631
24,58,52,51,102,NORM. DIFFUSION,6.524E-3,4.645,0.115,1.812,0.931,0.012,0.146,0.097,1.230,0.813,0.772,0.511,0.067,0.013,0.910,0.971,0.567
24,61,19,134,152,NORM. DIFFUSION,2.768E-2,4.688,0.152,2.026,0.989,0.000,0.000,0.000,2.377,1.006,0.130,0.203,-0.054,0.031,0.812,0.952,0.617
25,64,20,9,28,NORM. DIFFUSION,6.969E-2,2.618,5.512,1.748,0.867,0.012,0.129,0.338,1.360,0.739,0.126,0.225,0.085,0.038,0.710,0.895,0.664
26,65,18,0,17,NORM. DIFFUSION,1.661E-2,7.364,0.789,1.993,0.965,0.046,0.239,0.283,1.736,0.846,-0.131,0.068,0.012,0.025,0.702,0.880,0.682
26,67,40,39,78,NORM. DIFFUSION,2.303E-2,7.313,0.806,2.018,0.933,0.012,0.134,0.210,2.600,0.649,0.139,0.023,0.068,0.014,0.626,0.793,0.628
32,77,23,0,22,NORM. DIFFUSION,6.363E-2,7.014,6.343,1.806,0.786,0.008,0.101,0.241,2.096,0.812,-0.144,0.153,0.033,0.029,0.803,0.940,0.677
33,80,13,0,12,NORM. DIFFUSION,6.239E-2,3.243,6.434,1.653,0.648,0.096,0.365,0.965,1.171,0.643,0.281,0.293,0.026,0.047,0.937,0.982,0.553
