PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
42,102,11,94,104,DIRECTED/ACTIVE,1.19E-1,1.254,0.935,6.767,1.345,0.743,0.173,0.499,1.355,1.609,1.155,0.015,0.540,0.010,0.070,1.000,0.997,0.566
44,110,12,5,16,DIRECTED/ACTIVE,1.269E-1,9.940E-6,6.773,7.183,1.229,0.703,0.257,0.639,1.489,1.908,1.028,0.533,0.480,-0.102,0.056,0.894,0.948,0.637
51,122,12,5,16,DIRECTED/ACTIVE,1.299E-1,0.469,7.387,2.713,1.369,0.692,0.138,0.423,1.137,2.125,1.052,-0.110,0.380,-0.068,0.035,0.990,0.990,0.678
58,153,11,0,10,DIRECTED/ACTIVE,4.737E-2,7.950E-7,0.924,3.695,1.598,0.467,0.068,0.316,0.548,1.442,0.844,-0.120,0.173,0.076,0.016,-0.273,0.852,0.488
63,162,11,48,58,DIRECTED/ACTIVE,1.53E-1,1.609,3.935,6.033,1.286,0.749,0.130,0.459,1.362,1.674,0.993,0.637,0.588,-0.019,0.025,1.000,0.934,0.599
64,164,12,0,11,DIRECTED/ACTIVE,9.689E-2,1.529,0.950,6.340,1.272,0.969,0.120,0.519,0.977,3.072,1.614,1.603,0.271,-0.110,0.069,0.960,0.990,0.563
65,166,13,8,20,DIRECTED/ACTIVE,7.627E-2,0.669,0.742,6.785,1.230,0.378,0.169,0.478,1.042,1.383,1.052,0.137,0.536,-0.071,0.070,0.993,0.995,0.698
67,171,12,5,16,DIRECTED/ACTIVE,1.596E-2,1.250,3.247,6.787,1.255,0.786,0.217,0.558,0.804,2.052,1.720,-0.283,0.400,-0.120,0.031,0.999,0.996,0.591
73,183,13,12,24,DIRECTED/ACTIVE,1.048E-1,4.665E-6,0.932,1.982,1.425,0.392,0.169,0.477,1.252,1.494,0.914,0.033,0.457,-0.057,0.042,0.929,0.945,0.631
79,194,16,2,17,DIRECTED/ACTIVE,9.87E-2,1.051E-6,6.585,2.420,1.203,0.736,0.143,0.537,0.925,1.567,1.061,1.109,0.587,0.017,0.045,0.833,0.920,0.642
83,206,27,0,26,DIRECTED/ACTIVE,1.297E-1,1.375,4.030,6.199,1.446,0.810,0.082,0.342,0.928,3.625,1.383,0.023,0.233,-0.091,0.061,0.934,0.982,0.604
90,225,13,7,19,DIRECTED/ACTIVE,8.647E-2,0.465,3.720,5.917,1.440,0.491,0.128,0.436,0.975,1.037,1.084,0.127,0.412,0.017,0.039,0.953,0.934,0.607
96,239,15,18,32,DIRECTED/ACTIVE,7.556E-2,0.731,2.965,2.467,1.522,0.369,0.078,0.336,0.743,1.134,1.152,-0.060,0.443,-0.092,0.068,0.915,0.890,0.657
110,255,16,11,26,DIRECTED/ACTIVE,4.37E-2,4.250E-6,5.367,6.078,1.358,0.618,0.114,0.421,0.617,1.637,0.915,-0.078,0.511,0.032,0.042,0.705,0.923,0.568
117,261,10,44,53,DIRECTED/ACTIVE,8.953E-2,1.001,7.292,2.080,1.173,0.583,0.286,0.671,1.500,1.188,1.305,-0.106,0.620,-0.055,0.047,1.000,0.994,0.743
120,267,14,17,30,DIRECTED/ACTIVE,4.508E-2,8.912E-6,5.351,5.734,1.476,-0.131,0.030,0.219,0.398,1.535,0.477,-0.217,0.460,0.040,0.024,-0.430,0.769,0.542
125,277,19,36,54,DIRECTED/ACTIVE,3.124E-2,0.665,6.621,6.423,1.393,0.799,0.044,0.303,0.338,1.615,1.254,1.266,0.222,-0.069,0.027,0.920,0.970,0.601
137,301,14,27,40,DIRECTED/ACTIVE,1.044E-1,1.314,3.251,0.869,1.407,0.886,0.141,0.468,1.110,1.146,1.240,0.162,0.448,-0.035,0.045,0.990,0.970,0.609
138,303,22,47,68,DIRECTED/ACTIVE,8.82E-2,2.436E-6,2.167,2.469,1.346,0.586,0.137,0.437,0.844,1.569,1.106,0.190,0.472,0.037,0.038,0.878,0.961,0.577
144,310,12,25,36,DIRECTED/ACTIVE,2.512E-2,2.331,3.270,4.963,1.280,0.742,0.230,0.591,1.465,1.479,1.305,-0.032,0.505,-0.105,0.063,0.983,0.891,0.654
149,315,13,27,39,DIRECTED/ACTIVE,4.805E-2,0.582,4.871,4.988,1.429,0.637,0.144,0.443,0.771,1.420,1.056,-0.155,0.461,-0.026,0.046,0.993,0.994,0.603
154,325,31,32,62,DIRECTED/ACTIVE,1.4E-1,0.386,0.671,1.823,1.864,0.503,0.031,0.207,0.653,2.018,0.912,0.217,0.437,0.005,0.061,0.934,0.928,0.585
168,352,15,30,44,DIRECTED/ACTIVE,1.825E-1,5.600E-7,6.525,2.608,1.289,0.680,0.194,0.535,1.602,1.525,1.017,-0.099,0.503,-0.044,0.044,0.595,0.879,0.583
172,360,26,32,57,DIRECTED/ACTIVE,5.32E-2,1.245,3.795,4.492,1.209,0.211,0.255,0.574,1.304,1.700,1.372,0.040,0.541,-0.087,0.040,0.987,0.990,0.677
179,369,12,62,73,DIRECTED/ACTIVE,2.266E-2,0.458,1.703,2.840,1.167,0.713,0.205,0.710,0.621,4.415,1.309,1.901,0.375,-0.064,0.022,0.999,0.987,0.605
181,373,32,35,66,DIRECTED/ACTIVE,9.006E-2,0.518,5.261,6.539,1.483,0.574,0.062,0.315,0.671,2.184,0.994,0.759,0.277,0.111,0.037,0.885,0.943,0.614
184,379,11,55,65,DIRECTED/ACTIVE,1.877E-1,6.397E-6,2.993,5.022,1.334,0.413,0.076,0.328,1.096,1.324,0.957,0.142,0.574,0.227,0.065,0.838,0.947,0.616
192,403,28,55,82,DIRECTED/ACTIVE,1.322E-1,1.048,7.066,2.166,1.684,0.858,0.002,0.046,0.126,1.646,1.232,0.327,0.225,-0.090,0.049,0.965,0.978,0.632
196,405,13,42,54,DIRECTED/ACTIVE,1.318E-1,1.235E-5,0.286,7.400,1.463,0.703,0.086,0.354,0.943,1.177,1.096,-0.346,0.461,-0.056,0.073,0.982,0.954,0.546
197,407,13,69,81,DIRECTED/ACTIVE,6.675E-2,1.223,2.520,1.394,1.372,0.718,0.169,0.509,1.090,1.512,1.219,-0.156,0.339,-0.096,0.050,0.994,0.991,0.636
201,416,11,55,65,DIRECTED/ACTIVE,7.616E-2,1.899,5.676,3.211,1.234,0.844,0.222,0.647,1.465,2.833,1.513,1.067,0.609,-0.107,0.068,1.000,1.000,0.614
203,426,13,44,56,DIRECTED/ACTIVE,5.689E-2,0.633,6.065,5.400,1.461,0.911,0.114,0.426,0.689,1.098,1.331,0.213,0.302,-0.011,0.038,0.982,0.992,0.583
205,430,14,43,56,DIRECTED/ACTIVE,3.182E-2,0.844,5.243,5.660,1.323,0.398,0.189,0.526,0.839,1.307,0.989,0.515,0.569,-0.051,0.043,0.947,0.923,0.672
216,439,16,51,66,DIRECTED/ACTIVE,1.261E-1,0.652,3.582,0.980,1.397,0.587,0.057,0.290,0.731,1.392,1.195,-0.032,0.391,-0.074,0.027,0.963,0.980,0.610
217,440,15,51,65,DIRECTED/ACTIVE,2.094E-1,1.002,0.981,2.051,1.332,0.682,0.204,0.518,1.768,1.944,1.167,-0.219,0.266,-0.048,0.059,0.975,0.989,0.595
218,442,14,59,72,DIRECTED/ACTIVE,8.845E-2,1.122,6.623,1.500,1.176,0.546,0.264,0.681,1.436,1.644,1.341,0.752,0.493,-0.127,0.049,1.000,0.994,0.616
221,448,20,54,73,DIRECTED/ACTIVE,5.16E-2,0.607,2.556,3.648,1.378,0.523,0.120,0.415,0.680,2.058,1.248,0.211,0.411,-0.052,0.038,0.976,0.989,0.612
221,456,49,128,176,DIRECTED/ACTIVE,1.158E-1,0.466,3.271,3.940,1.764,0.902,0.015,0.149,0.330,2.175,1.148,0.204,0.009,-0.003,0.038,0.897,0.982,0.606
230,471,15,58,72,DIRECTED/ACTIVE,8.203E-2,1.373,0.725,7.168,1.410,0.828,0.101,0.373,0.928,1.186,1.302,0.005,0.391,-0.083,0.048,0.929,0.972,0.634
238,485,12,56,67,DIRECTED/ACTIVE,1.319E-1,0.778,2.083,1.547,1.205,0.785,0.263,0.637,1.485,1.500,1.283,0.307,0.533,-0.107,0.054,0.908,0.958,0.722
241,491,12,62,73,DIRECTED/ACTIVE,1.55E-1,1.622,4.163,1.400,1.337,0.459,0.162,0.481,1.646,1.199,1.145,-0.105,0.433,-0.067,0.059,0.951,0.960,0.585
242,494,15,64,78,DIRECTED/ACTIVE,1.311E-1,0.548,6.157,1.715,1.278,0.821,0.185,0.529,1.110,1.134,1.507,0.545,0.471,-0.130,0.038,0.881,0.969,0.709
243,497,15,66,80,DIRECTED/ACTIVE,9.721E-2,0.446,7.341,1.928,1.370,0.214,0.113,0.396,1.043,1.519,0.784,0.044,0.507,0.060,0.051,0.840,0.905,0.623
259,539,13,67,79,DIRECTED/ACTIVE,7.095E-2,1.561,6.911,2.483,1.238,0.743,0.253,0.621,1.379,1.656,1.530,-0.010,0.386,-0.110,0.064,0.998,1.000,0.627
261,544,32,72,103,DIRECTED/ACTIVE,8.129E-2,0.996,3.923,0.925,1.388,0.663,0.027,0.199,0.450,2.097,1.255,0.700,0.447,-0.055,0.024,0.963,0.981,0.633
274,577,11,108,118,DIRECTED/ACTIVE,1.009E-1,1.340E-5,1.145,1.433,1.672,0.740,0.044,0.281,0.627,1.928,0.903,0.702,0.267,0.436,0.057,0.591,0.916,0.590
281,586,11,88,98,DIRECTED/ACTIVE,7.412E-2,1.290,0.840,2.771,1.166,0.527,0.394,0.721,1.705,1.665,1.403,-0.216,0.586,-0.109,0.048,1.000,0.997,0.671
281,588,16,113,128,DIRECTED/ACTIVE,6.573E-2,0.615,1.490,2.770,1.350,0.132,0.112,0.430,0.807,1.415,1.005,0.213,0.506,0.017,0.012,0.851,0.879,0.554
282,593,12,110,121,DIRECTED/ACTIVE,6.465E-2,1.426,4.207,4.200,1.300,0.636,0.145,0.429,1.036,1.346,1.406,-0.160,0.521,-0.060,0.045,0.997,0.995,0.683
287,606,12,104,115,DIRECTED/ACTIVE,1.405E-1,0.426,7.660,2.737,1.231,0.807,0.157,0.497,1.155,1.461,1.403,-0.086,0.557,-0.097,0.065,0.886,0.962,0.649
290,613,20,91,110,DIRECTED/ACTIVE,2.099E-2,1.447,2.472,6.452,1.273,0.497,0.138,0.464,0.912,1.160,1.324,-0.021,0.636,-0.114,0.028,0.948,0.975,0.628
292,615,18,84,101,DIRECTED/ACTIVE,1.281E-1,0.754,1.256,3.480,1.459,0.789,0.037,0.223,0.537,1.191,1.329,-0.100,0.330,-0.047,0.049,0.909,0.986,0.608
296,619,11,84,94,DIRECTED/ACTIVE,1.924E-1,2.013E-5,2.116,7.538,1.670,0.809,0.108,0.397,1.292,1.587,0.647,-0.144,0.276,0.114,0.090,0.965,0.913,0.376
297,622,15,94,108,DIRECTED/ACTIVE,1.351E-2,1.520,5.976,2.149,1.175,0.560,0.273,0.649,1.030,1.440,1.625,0.483,0.620,-0.104,0.050,0.993,0.983,0.615
304,631,26,115,140,DIRECTED/ACTIVE,6.278E-2,0.960,5.640,3.777,1.330,0.197,0.098,0.394,0.854,1.539,1.140,0.408,0.555,-0.041,0.035,0.992,0.967,0.609
306,634,15,87,101,DIRECTED/ACTIVE,6.874E-2,0.788,6.944,6.131,1.288,0.536,0.165,0.501,0.991,1.792,1.258,0.242,0.548,-0.104,0.054,0.999,0.975,0.608
308,637,13,88,100,DIRECTED/ACTIVE,5.78E-2,1.360,2.760,2.677,1.332,0.604,0.127,0.463,0.970,2.784,1.260,0.286,0.452,-0.118,0.076,0.969,0.974,0.653
309,644,12,101,112,DIRECTED/ACTIVE,1.055E-1,0.659,5.297,5.183,1.262,0.671,0.201,0.533,1.236,1.800,0.859,0.114,0.584,-0.121,0.074,0.980,0.734,0.770
335,683,12,99,110,DIRECTED/ACTIVE,5.68E-2,1.385,7.770,3.263,1.390,0.901,0.125,0.434,0.868,1.280,1.470,0.117,0.392,-0.024,0.055,0.998,0.998,0.616
344,703,33,108,140,DIRECTED/ACTIVE,5.589E-2,0.957,5.028,1.389,1.396,0.611,0.019,0.175,0.330,2.753,1.316,1.114,0.415,-0.076,0.044,0.983,0.996,0.697
352,722,14,128,141,DIRECTED/ACTIVE,3.009E-2,7.180E-6,0.671,3.960,1.490,0.586,0.032,0.235,0.282,1.717,0.984,1.890,0.494,-0.084,0.021,0.957,0.949,0.603
354,736,10,132,141,DIRECTED/ACTIVE,1.334E-1,2.144,0.368,6.960,1.190,0.796,0.260,0.705,1.988,1.268,1.404,0.566,0.508,-0.156,0.083,1.000,1.000,0.598
357,741,14,131,144,DIRECTED/ACTIVE,1.095E-1,0.737,3.909,0.920,1.290,0.281,0.253,0.561,1.555,1.398,1.078,-0.375,0.499,-0.100,0.008,0.964,0.964,0.631
363,755,12,112,123,DIRECTED/ACTIVE,9.438E-2,7.361E-6,2.940,0.553,1.524,0.053,0.014,0.146,0.360,2.540,0.585,0.121,0.427,0.696,0.035,0.664,0.771,0.578
366,759,13,115,127,DIRECTED/ACTIVE,9.936E-2,3.932E-6,2.646,4.338,1.495,0.818,0.130,0.431,1.022,1.498,0.942,0.199,0.327,0.040,0.042,0.715,0.932,0.534
373,774,41,117,157,DIRECTED/ACTIVE,1.109E-1,1.124,5.020,5.003,1.409,0.570,0.054,0.266,0.738,2.058,1.264,-0.018,0.509,-0.075,0.062,0.963,0.990,0.660
376,781,19,137,155,DIRECTED/ACTIVE,2.124E-1,0.683,2.345,5.874,1.510,0.800,0.043,0.239,0.764,1.165,1.174,0.109,0.400,-0.051,0.082,0.959,0.988,0.597
381,787,10,151,160,DIRECTED/ACTIVE,5.27E-2,0.340,7.696,3.388,1.191,0.507,0.325,0.703,1.156,1.633,1.294,-0.139,0.479,-0.142,0.038,1.000,0.971,0.619
387,796,11,141,151,DIRECTED/ACTIVE,5.168E-2,0.527,4.720,4.753,1.338,0.665,0.222,0.559,0.962,1.370,1.017,-0.003,0.303,-0.051,0.030,1.000,0.993,0.656
389,800,12,135,146,DIRECTED/ACTIVE,1.299E-1,0.977,0.620,7.500,1.412,0.801,0.092,0.350,0.960,1.110,1.327,-0.049,0.400,0.005,0.063,0.991,0.988,0.659
392,807,14,128,141,DIRECTED/ACTIVE,7.163E-2,5.196E-5,5.266,1.854,1.271,0.297,0.144,0.468,0.914,1.794,0.944,0.394,0.642,-0.041,0.014,0.965,0.974,0.660
398,822,11,141,151,DIRECTED/ACTIVE,1.149E-1,0.860,5.025,6.451,1.293,0.701,0.166,0.529,1.248,1.174,1.143,0.104,0.510,-0.010,0.047,1.000,1.000,0.639
400,823,16,131,146,DIRECTED/ACTIVE,3.937E-2,0.970,6.605,0.785,1.183,0.763,0.192,0.576,0.803,1.620,1.397,0.009,0.468,-0.068,0.053,0.970,0.968,0.669
411,833,13,180,192,DIRECTED/ACTIVE,1.677E-2,0.248,3.862,0.132,1.400,0.890,0.151,0.491,0.413,1.029,1.255,0.350,0.509,-0.050,0.027,0.960,0.988,0.653
415,841,12,150,161,DIRECTED/ACTIVE,5.387E-2,1.019,0.610,4.817,1.254,0.767,0.179,0.517,0.919,1.928,1.484,0.490,0.471,-0.090,0.035,0.991,0.995,0.672
420,852,14,138,151,DIRECTED/ACTIVE,1.705E-1,0.255,5.929,7.360,1.321,0.682,0.102,0.405,1.100,1.179,1.178,0.108,0.428,-0.122,0.051,0.990,0.985,0.621
430,865,12,153,164,DIRECTED/ACTIVE,1.507E-1,1.431E-5,1.337,6.547,1.312,0.700,0.215,0.522,1.475,1.337,1.167,-0.261,0.485,-0.005,0.054,0.930,0.975,0.583
436,879,13,146,158,DIRECTED/ACTIVE,1.415E-1,6.228E-5,4.222,6.123,1.296,0.656,0.111,0.404,1.034,1.339,0.950,0.163,0.548,-0.065,0.045,0.982,0.950,0.646
439,889,20,153,172,DIRECTED/ACTIVE,1.505E-2,8.712E-6,4.326,1.464,1.363,0.332,0.106,0.422,0.387,1.460,0.862,0.286,0.448,0.048,0.021,0.802,0.900,0.563
442,892,14,151,164,DIRECTED/ACTIVE,4.577E-2,0.589,6.117,2.854,1.385,0.723,0.064,0.285,0.474,1.349,1.130,-0.169,0.375,-0.057,0.032,0.994,0.985,0.711
446,896,14,152,165,DIRECTED/ACTIVE,1.382E-1,1.658,0.826,1.554,1.233,0.599,0.294,0.616,1.909,1.321,1.384,-0.231,0.512,-0.126,0.097,0.996,0.999,0.634
448,898,11,163,173,DIRECTED/ACTIVE,7.82E-2,2.193,7.153,3.316,1.113,0.644,0.396,0.791,2.099,1.935,1.506,0.610,0.548,-0.126,0.087,1.000,0.999,0.639
454,907,12,155,166,DIRECTED/ACTIVE,1.125E-1,0.941,2.740,1.970,1.566,0.670,0.072,0.342,0.879,1.832,0.866,0.023,0.327,0.089,0.051,0.939,0.924,0.585
458,916,26,165,190,DIRECTED/ACTIVE,1.288E-1,0.398,4.663,6.012,1.492,0.796,0.062,0.296,0.750,1.992,1.047,0.120,0.224,-0.043,0.049,0.920,0.972,0.632
459,919,10,180,189,DIRECTED/ACTIVE,1.335E-1,1.774,5.984,7.472,1.328,0.783,0.192,0.517,1.617,0.985,1.364,0.043,0.441,-0.126,0.056,1.000,1.000,0.651
462,922,11,162,172,DIRECTED/ACTIVE,6.233E-2,1.134E-5,2.767,0.480,1.418,0.535,0.077,0.352,0.642,1.727,0.830,0.195,0.243,-0.026,0.009,0.782,0.975,0.716
467,936,19,165,183,DIRECTED/ACTIVE,1.091E-1,0.684,2.257,4.592,1.344,0.672,0.049,0.282,0.629,1.280,1.161,0.743,0.409,-0.040,0.015,0.986,0.994,0.651
469,942,14,173,186,DIRECTED/ACTIVE,6.16E-2,1.510,7.491,1.851,1.198,0.576,0.205,0.597,1.240,2.276,1.469,0.909,0.594,-0.127,0.048,0.994,0.988,0.631
469,944,15,195,209,DIRECTED/ACTIVE,8.343E-2,1.306E-5,7.456,1.976,1.419,0.817,0.064,0.365,0.633,0.969,1.011,3.393,0.489,-0.035,0.030,0.985,0.986,0.539
470,947,13,197,209,DIRECTED/ACTIVE,2.456E-3,1.742E-8,4.480,4.575,1.550,0.685,0.026,0.293,0.080,2.006,0.647,0.333,0.099,0.300,0.006,0.597,0.946,0.502
471,955,32,199,230,DIRECTED/ACTIVE,1.503E-1,0.449,6.854,2.051,1.704,0.821,6.874E-4,0.033,0.079,1.406,1.188,0.473,0.197,-0.054,0.048,0.970,0.981,0.634
477,972,12,173,184,DIRECTED/ACTIVE,1.143E-1,1.692E-5,0.810,6.973,1.337,0.718,0.156,0.532,1.161,1.790,0.881,0.290,0.338,-0.046,0.057,0.986,0.975,0.551
484,976,12,173,184,DIRECTED/ACTIVE,7.081E-2,1.286E-5,2.060,6.110,1.395,0.610,0.153,0.507,0.944,1.407,0.986,0.465,0.343,-0.072,0.034,0.979,0.966,0.652
489,987,12,178,189,DIRECTED/ACTIVE,1.599E-1,1.282,5.010,6.663,1.327,0.856,0.091,0.394,1.064,1.134,1.335,0.089,0.541,0.060,0.053,0.984,0.996,0.579
511,1023,14,187,200,DIRECTED/ACTIVE,4.155E-2,7.313E-6,6.851,5.917,1.603,0.770,0.076,0.337,0.523,1.715,0.825,0.599,0.381,0.007,0.025,0.838,0.983,0.558
512,1025,21,203,223,DIRECTED/ACTIVE,9.959E-2,0.621,6.137,6.122,1.265,0.382,0.123,0.418,0.934,1.534,1.227,-0.040,0.603,-0.058,0.063,0.968,0.969,0.651
516,1029,11,186,196,DIRECTED/ACTIVE,1.02E-1,1.551,4.793,3.065,1.448,0.861,0.130,0.423,1.154,1.551,1.395,-0.002,0.232,0.008,0.059,1.000,0.998,0.534
523,1043,12,195,206,DIRECTED/ACTIVE,7.319E-2,2.094,1.917,6.457,1.174,0.631,0.265,0.575,1.623,1.447,1.749,-0.385,0.602,-0.107,0.075,0.999,0.989,0.688
533,1072,17,201,217,DIRECTED/ACTIVE,1.446E-1,0.618,2.132,2.562,1.497,0.784,0.066,0.301,0.812,1.093,1.169,-0.102,0.327,-0.055,0.066,0.992,0.998,0.631
535,1075,15,200,214,DIRECTED/ACTIVE,1.023E-1,1.587,0.488,2.472,1.339,0.654,0.148,0.428,1.176,1.302,1.457,-0.118,0.480,-0.094,0.055,0.967,0.990,0.651
537,1076,11,201,211,DIRECTED/ACTIVE,8.319E-2,3.999E-6,5.171,6.822,1.589,0.759,0.012,0.129,0.280,2.136,1.089,-0.073,0.436,1.318,0.048,0.981,0.967,0.566
559,1109,11,215,225,DIRECTED/ACTIVE,1.176E-1,0.010,6.015,1.815,1.390,0.703,0.177,0.524,1.248,1.835,1.062,0.749,0.262,-0.087,0.056,1.000,0.997,0.531
566,1114,16,223,238,DIRECTED/ACTIVE,1.427E-1,2.021,2.515,1.045,1.286,0.671,0.123,0.427,1.290,1.273,1.351,0.311,0.543,-0.033,0.077,0.977,0.955,0.649
570,1116,11,217,227,DIRECTED/ACTIVE,7.276E-2,2.017,0.956,3.851,1.320,0.828,0.181,0.495,1.341,1.104,1.686,0.284,0.311,-0.072,0.095,1.000,0.993,0.636
574,1119,11,222,232,DIRECTED/ACTIVE,1.009E-1,6.172E-6,0.960,2.356,1.419,0.078,0.169,0.506,1.320,1.226,0.802,0.477,0.376,0.008,0.051,-9.202,0.680,0.565
578,1123,11,219,229,DIRECTED/ACTIVE,1.496E-2,1.178,4.487,3.400,1.414,0.928,0.143,0.442,0.616,1.093,1.297,-0.310,0.351,0.026,0.041,1.000,0.931,0.602
596,1154,11,239,249,DIRECTED/ACTIVE,4.284E-2,1.923,7.120,3.491,1.426,0.948,0.062,0.304,0.670,2.995,1.334,-0.151,0.328,-0.094,0.049,1.000,0.952,0.626
606,1167,15,246,260,DIRECTED/ACTIVE,5.583E-2,1.723,6.341,0.456,1.255,0.328,0.254,0.585,1.561,1.530,1.394,-0.253,0.600,-0.115,0.081,0.983,0.956,0.640
614,1184,37,250,286,DIRECTED/ACTIVE,7.739E-2,0.749,7.145,1.978,1.541,0.670,0.002,0.050,0.107,2.005,1.192,0.768,0.262,-0.031,0.035,0.944,0.988,0.612
623,1203,13,258,270,DIRECTED/ACTIVE,1.082E-1,3.394E-6,1.717,4.957,1.385,0.573,0.188,0.501,1.328,1.137,1.028,0.077,0.401,-0.104,0.064,0.758,0.884,0.561
630,1210,20,270,289,DIRECTED/ACTIVE,7.462E-2,0.657,1.222,2.978,1.412,0.795,0.097,0.413,0.788,1.267,1.044,0.654,0.467,-0.052,0.038,0.920,0.970,0.645
635,1216,12,259,270,DIRECTED/ACTIVE,2.2E-1,0.433,2.267,5.263,1.546,0.730,0.080,0.337,1.175,1.929,1.014,-0.100,0.303,-0.085,0.090,0.993,0.992,0.563
637,1217,11,271,281,DIRECTED/ACTIVE,6.664E-2,1.947,3.665,0.116,1.487,0.932,0.054,0.267,0.700,2.192,1.111,-0.267,0.308,0.012,0.028,1.000,0.872,0.554
640,1225,11,268,278,DIRECTED/ACTIVE,1.428E-2,2.172,4.698,3.982,1.256,0.900,0.169,0.499,1.029,1.357,1.187,-0.142,0.496,-0.020,0.061,1.000,0.752,0.588
648,1233,11,279,289,DIRECTED/ACTIVE,6.777E-2,1.570E-5,1.087,5.404,1.394,0.541,0.126,0.397,0.819,1.321,1.172,-0.153,0.404,-0.017,0.030,0.981,0.946,0.594
658,1235,12,284,295,DIRECTED/ACTIVE,1.055E-1,1.302E-5,1.837,0.723,1.436,0.318,0.134,0.425,1.137,1.606,0.411,-0.205,0.498,0.085,0.049,0.871,0.413,0.523
