 ,Time(s)
1,0.043
2,1.044
3,2.043
4,2.380
5,3.381
6,4.380
7,5.381
8,6.380
9,7.381
10,8.381
11,9.381
12,10.381
13,11.380
14,12.382
15,13.382
16,14.380
17,15.381
18,16.380
19,17.381
20,18.381
21,19.380
22,20.380
23,21.381
24,22.381
25,23.380
26,24.381
27,25.380
28,26.381
29,27.381
30,28.381
31,29.380
32,30.381
33,31.380
34,32.381
35,33.380
36,34.380
37,35.381
38,36.380
39,37.380
40,38.381
41,39.380
42,40.380
43,41.380
44,42.381
45,43.381
46,44.380
47,45.380
48,46.381
49,47.380
50,48.380
51,49.380
52,50.381
53,51.381
54,52.381
55,53.381
56,54.381
57,55.380
58,56.380
59,57.380
60,58.381
61,59.381
62,60.381
63,61.380
64,62.379
