 ,Time(s)
1,0.041
2,1.042
3,2.042
4,2.376
5,3.376
6,4.376
7,5.375
8,6.376
9,7.376
10,8.377
11,9.376
12,10.376
13,11.377
14,12.376
15,13.376
16,14.377
17,15.375
18,16.375
19,17.376
20,18.376
21,19.376
22,20.376
23,21.376
24,22.376
25,23.376
26,24.376
27,25.376
28,26.375
29,27.375
30,28.376
31,29.376
32,30.376
33,31.376
34,32.376
35,33.376
36,34.377
37,35.375
38,36.376
39,37.375
40,38.375
41,39.375
42,40.376
43,41.376
44,42.376
45,43.376
46,44.375
47,45.376
48,46.376
49,47.375
50,48.375
51,49.375
52,50.376
53,51.376
54,52.376
55,53.376
56,54.376
57,55.376
58,56.375
59,57.375
60,58.375
61,59.376
62,60.376
63,61.375
64,62.375
