 ,Time(s)
1,0.050
2,1.051
3,2.051
4,2.394
5,3.395
6,4.395
7,5.395
8,6.394
9,7.395
10,8.395
11,9.395
12,10.394
13,11.395
14,12.395
15,13.395
16,14.395
17,15.394
18,16.394
19,17.395
20,18.394
21,19.394
22,20.394
23,21.395
24,22.394
25,23.395
26,24.394
27,25.395
28,26.394
29,27.395
30,28.395
31,29.395
32,30.394
33,31.394
34,32.394
35,33.395
36,34.394
37,35.394
38,36.394
39,37.394
40,38.395
41,39.395
42,40.395
43,41.395
44,42.395
45,43.394
46,44.395
47,45.394
48,46.395
49,47.394
50,48.395
51,49.395
52,50.395
53,51.394
54,52.395
55,53.395
56,54.395
57,55.394
58,56.395
59,57.394
60,58.394
61,59.394
62,60.395
63,61.395
64,62.395
