 ,Time(s)
1,0.055
2,1.056
3,2.056
4,2.387
5,3.388
6,4.389
7,5.388
8,6.388
9,7.387
10,8.389
11,9.387
12,10.389
13,11.388
14,12.389
15,13.389
16,14.387
17,15.388
18,16.388
19,17.389
20,18.389
21,19.388
22,20.389
23,21.388
24,22.388
25,23.388
26,24.388
27,25.388
28,26.388
29,27.387
30,28.388
31,29.388
32,30.388
33,31.388
34,32.388
35,33.388
36,34.388
37,35.387
38,36.388
39,37.387
40,38.388
41,39.388
42,40.388
43,41.388
44,42.388
45,43.387
46,44.388
47,45.387
48,46.388
49,47.388
50,48.388
51,49.388
52,50.387
53,51.388
54,52.388
55,53.387
56,54.388
57,55.387
58,56.388
59,57.388
60,58.387
61,59.387
62,60.387
63,61.388
64,62.388
