 ,Time(s)
1,0.051
2,1.052
3,2.052
4,2.379
5,3.380
6,4.380
7,5.380
8,6.381
9,7.379
10,8.380
11,9.379
12,10.380
13,11.379
14,12.380
15,13.380
16,14.379
17,15.380
18,16.381
19,17.380
20,18.380
21,19.379
22,20.380
23,21.380
24,22.380
25,23.379
26,24.379
27,25.380
28,26.380
29,27.379
30,28.380
31,29.380
32,30.380
33,31.379
34,32.380
35,33.380
36,34.379
37,35.379
38,36.380
39,37.380
40,38.380
41,39.380
42,40.380
43,41.379
44,42.379
45,43.380
46,44.380
47,45.380
48,46.379
49,47.380
50,48.379
51,49.379
52,50.380
53,51.379
54,52.379
55,53.379
56,54.379
57,55.379
58,56.379
59,57.379
60,58.379
61,59.379
62,60.380
63,61.379
64,62.379
