 ,Time(s)
1,0.047
2,1.048
3,2.047
4,2.390
5,3.391
6,4.391
7,5.391
8,6.390
9,7.391
10,8.390
11,9.391
12,10.391
13,11.391
14,12.391
15,13.391
16,14.391
17,15.390
18,16.391
19,17.390
20,18.390
21,19.391
22,20.390
23,21.390
24,22.391
25,23.390
26,24.390
27,25.391
28,26.390
29,27.390
30,28.391
31,29.391
32,30.391
33,31.389
34,32.390
35,33.390
36,34.391
37,35.390
38,36.390
39,37.390
40,38.391
41,39.391
42,40.390
43,41.390
44,42.390
45,43.390
46,44.391
47,45.390
48,46.389
49,47.391
50,48.391
51,49.390
52,50.390
53,51.391
54,52.391
55,53.390
56,54.390
57,55.390
58,56.390
59,57.390
60,58.390
61,59.391
62,60.390
63,61.390
64,62.390
