 ,Time(s)
1,0.048
2,1.048
3,2.049
4,2.392
5,3.392
6,4.393
7,5.393
8,6.392
9,7.393
10,8.393
11,9.393
12,10.392
13,11.392
14,12.393
15,13.393
16,14.393
17,15.392
18,16.393
19,17.392
20,18.392
21,19.393
22,20.393
23,21.392
24,22.393
25,23.393
26,24.393
27,25.393
28,26.392
29,27.393
30,28.392
31,29.392
32,30.393
33,31.393
34,32.391
35,33.392
36,34.392
37,35.392
38,36.391
39,37.392
40,38.392
41,39.393
42,40.392
43,41.391
44,42.392
45,43.391
46,44.392
47,45.392
48,46.391
49,47.392
50,48.392
51,49.392
52,50.392
53,51.393
54,52.391
55,53.392
56,54.392
57,55.392
58,56.392
59,57.392
60,58.391
61,59.392
62,60.392
63,61.391
64,62.392
