 ,Time(s)
1,0.044
2,1.045
3,2.045
4,2.376
5,3.377
6,4.376
7,5.376
8,6.377
9,7.377
10,8.376
11,9.376
12,10.377
13,11.376
14,12.377
15,13.377
16,14.376
17,15.376
18,16.376
19,17.376
20,18.376
21,19.377
22,20.376
23,21.376
24,22.376
25,23.377
26,24.377
27,25.376
28,26.376
29,27.377
30,28.376
31,29.376
32,30.376
33,31.377
34,32.377
35,33.377
36,34.376
37,35.376
38,36.376
39,37.375
40,38.376
41,39.376
42,40.376
43,41.377
44,42.377
45,43.375
46,44.376
47,45.376
48,46.377
49,47.376
50,48.376
51,49.376
52,50.377
53,51.377
54,52.376
55,53.377
56,54.376
57,55.376
58,56.375
59,57.377
60,58.376
61,59.376
62,60.376
63,61.375
64,62.376
