PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
99,192,11,34,44,DIRECTED/ACTIVE,4.488E-2,1.290,1.604,6.727,1.319,0.898,0.146,0.528,0.871,3.010,1.185,0.226,0.408,-0.033,0.033,1.000,0.959,0.596
101,195,11,38,48,DIRECTED/ACTIVE,3.264E-2,1.053,5.444,1.051,1.292,0.877,0.154,0.547,0.751,2.723,1.278,2.164,0.549,-0.033,0.013,1.000,0.989,0.624
105,198,11,39,49,DIRECTED/ACTIVE,4.556E-2,0.527,5.113,5.364,1.338,0.692,0.181,0.517,0.819,1.310,0.786,0.097,0.441,-0.081,0.033,1.000,0.855,0.546
113,212,15,55,69,DIRECTED/ACTIVE,7.646E-2,1.114,7.413,3.747,1.266,0.509,0.184,0.546,1.155,1.249,1.362,0.709,0.359,-0.116,0.042,0.986,0.971,0.623
117,223,13,60,72,DIRECTED/ACTIVE,4.783E-2,0.842,2.963,5.689,1.365,0.929,0.096,0.515,0.646,2.949,1.250,2.299,0.066,0.009,0.033,1.000,0.999,0.582
124,232,18,56,73,DIRECTED/ACTIVE,1.845E-2,0.700,0.611,4.078,1.490,0.310,0.091,0.364,0.487,1.047,1.190,0.117,0.576,-0.083,0.051,0.876,0.901,0.639
125,236,15,49,63,DIRECTED/ACTIVE,2.112E-2,0.144,6.539,4.149,1.249,0.608,0.138,0.488,0.448,1.216,1.196,0.027,0.584,-0.094,0.017,0.995,0.976,0.658
134,252,21,50,70,DIRECTED/ACTIVE,9.605E-2,2.077,1.354,3.632,1.191,0.451,0.273,0.612,1.734,1.797,1.558,-0.168,0.284,-0.128,0.095,0.993,0.990,0.678
140,253,11,49,59,DIRECTED/ACTIVE,2.992E-2,2.754,4.324,2.098,1.077,0.659,0.505,0.849,2.312,1.371,1.676,0.071,0.518,-0.144,0.104,1.000,0.991,0.794
149,255,11,60,70,DIRECTED/ACTIVE,2.924E-2,0.912,5.869,2.705,1.319,0.885,0.168,0.573,0.723,2.998,1.213,1.539,0.354,-0.063,0.028,1.000,0.984,0.558
154,262,23,63,85,DIRECTED/ACTIVE,2.54E-2,2.002,5.336,7.174,1.073,0.203,0.545,0.802,1.912,1.475,1.753,-0.335,0.629,-0.140,0.079,0.999,0.999,0.747
155,267,15,113,127,DIRECTED/ACTIVE,4.837E-2,1.838,5.883,7.909,1.304,0.552,0.140,0.451,1.214,1.491,1.243,0.210,0.503,-0.068,0.057,0.898,0.946,0.645
156,269,15,62,76,DIRECTED/ACTIVE,3.249E-2,1.619E-5,3.816,3.933,1.397,0.563,0.068,0.383,0.440,2.017,0.840,0.604,0.191,0.048,1.407E-9,0.942,0.983,0.553
157,270,31,61,91,DIRECTED/ACTIVE,2.939E-11,1.548,6.978,5.590,1.166,0.239,0.231,0.583,1.121,1.663,1.549,0.649,0.457,-0.101,0.053,0.940,0.989,0.728
162,274,13,74,86,DIRECTED/ACTIVE,7.366E-3,0.393,2.809,0.615,1.460,0.267,0.057,0.310,0.234,1.257,0.952,-0.108,0.276,0.013,0.010,0.847,0.850,0.616
184,311,17,77,93,DIRECTED/ACTIVE,1.722E-2,0.893,2.612,2.715,1.237,0.617,0.184,0.507,0.592,1.164,1.588,-0.162,0.666,-0.109,0.035,0.982,0.992,0.618
194,320,29,84,112,DIRECTED/ACTIVE,3.383E-2,1.245,1.095,5.634,1.137,0.212,0.281,0.604,1.045,1.474,1.628,-0.140,0.563,-0.134,0.046,0.991,0.996,0.706
205,329,12,91,102,DIRECTED/ACTIVE,1.797E-2,0.787,1.737,0.220,1.186,0.453,0.300,0.684,0.829,1.440,1.426,-0.079,0.553,-0.106,0.033,0.977,0.962,0.681
226,360,16,134,149,DIRECTED/ACTIVE,5.529E-2,1.139,4.150,6.410,1.295,0.474,0.133,0.468,0.918,1.289,1.181,0.149,0.570,-0.027,0.020,0.990,0.976,0.647
229,363,12,107,118,DIRECTED/ACTIVE,1.208E-1,0.342,0.647,3.083,1.461,0.935,0.048,0.292,0.621,1.071,1.120,1.550,0.294,0.074,0.028,0.954,0.976,0.534
237,367,12,112,123,DIRECTED/ACTIVE,2.31E-2,1.469,2.127,4.290,1.434,0.825,0.087,0.361,0.645,1.409,1.364,-0.044,0.120,-0.042,0.053,0.979,0.971,0.575
244,386,24,110,133,DIRECTED/ACTIVE,1.248E-1,0.924,3.497,5.578,1.665,0.890,0.013,0.134,0.346,1.566,1.167,0.047,0.221,0.051,0.050,0.744,0.945,0.579
245,388,13,123,135,DIRECTED/ACTIVE,6.902E-2,0.176,1.083,0.665,1.282,0.381,0.158,0.478,0.929,1.277,0.963,0.146,0.435,-0.112,0.045,0.984,0.990,0.700
276,409,16,164,179,DIRECTED/ACTIVE,1.515E-2,0.628,2.257,6.455,1.240,0.495,0.231,0.575,0.641,1.569,1.288,0.255,0.504,-0.085,0.026,0.961,0.984,0.644
287,415,17,149,165,DIRECTED/ACTIVE,6.766E-2,2.029,3.367,7.054,1.055,0.387,0.497,0.831,1.969,1.615,1.803,0.161,0.662,-0.148,0.082,0.987,0.998,0.690
299,430,17,161,177,DIRECTED/ACTIVE,6.331E-2,1.059,0.249,1.268,1.294,0.598,0.189,0.507,1.051,1.485,1.293,-0.093,0.478,-0.069,0.037,0.996,0.998,0.615
309,445,14,169,182,DIRECTED/ACTIVE,1.639E-2,2.098E-5,6.477,3.509,1.594,-0.005,0.071,0.315,0.335,1.150,0.845,-0.108,0.426,-0.020,0.017,0.694,0.773,0.544
312,448,13,169,181,DIRECTED/ACTIVE,4.892E-2,1.271E-5,7.360,2.089,1.387,0.702,0.102,0.374,0.602,1.523,0.964,-0.082,0.436,-0.025,0.022,0.967,0.983,0.613
325,464,24,198,221,DIRECTED/ACTIVE,3.039E-2,1.286,4.407,3.305,1.196,0.658,0.158,0.541,0.794,1.067,1.631,0.457,0.669,-0.131,0.058,0.992,0.995,0.647
325,467,12,263,274,DIRECTED/ACTIVE,2.839E-2,1.512,4.657,3.320,1.367,0.576,0.091,0.408,0.752,1.218,1.107,0.762,0.405,-0.046,0.051,0.917,0.881,0.635
328,471,37,202,238,DIRECTED/ACTIVE,6.382E-2,0.726,3.410,0.795,1.610,0.757,0.026,0.199,0.373,1.639,1.219,0.312,0.002,-0.038,0.018,0.977,0.982,0.604
364,502,55,236,290,DIRECTED/ACTIVE,4.163E-2,0.866,2.169,3.811,1.131,0.172,0.214,0.605,0.846,2.734,1.505,0.466,0.621,-0.114,0.041,0.900,0.988,0.649
373,506,12,224,235,DIRECTED/ACTIVE,3.422E-2,0.222,3.103,4.237,1.305,0.763,0.264,0.571,0.755,2.054,1.091,-0.326,0.478,-0.078,0.015,0.916,0.915,0.616
390,529,15,254,268,DIRECTED/ACTIVE,8.306E-2,1.855E-5,7.573,4.389,1.374,0.383,0.175,0.478,1.070,1.273,1.052,-0.131,0.551,-0.074,0.006,0.974,0.943,0.648
407,542,13,266,278,DIRECTED/ACTIVE,8.999E-2,1.604,2.969,6.215,1.208,0.708,0.188,0.533,1.285,1.650,1.498,-0.019,0.491,-0.103,0.067,0.995,0.999,0.627
412,546,18,271,288,DIRECTED/ACTIVE,2.126E-2,0.662,4.844,2.760,1.213,0.409,0.242,0.588,0.688,1.486,1.398,-0.039,0.609,-0.100,0.023,0.983,0.991,0.652
