PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
41,102,17,67,83,NORM. DIFFUSION,1.745E-3,5.066,4.235,2.220,-0.227,0.009,0.135,0.095,1.566,4.946E-12,0.010,0.029,0.215,0.022,0.062,-0.059,0.504
43,111,15,2,16,NORM. DIFFUSION,1.424E-2,6.357,6.104,1.902,0.870,0.006,0.095,0.097,2.428,0.814,0.175,0.273,0.100,0.024,0.357,0.653,0.543
49,121,12,7,18,NORM. DIFFUSION,4.443E-2,1.457,6.383,1.742,0.778,0.070,0.314,1.014,1.191,0.395,-0.178,0.198,0.230,0.057,0.502,0.709,0.513
53,126,31,12,42,NORM. DIFFUSION,3.254E-2,4.619,5.292,1.867,0.965,0.016,0.151,0.223,1.691,0.879,0.092,0.059,-0.020,0.015,0.808,0.933,0.600
58,128,12,10,21,NORM. DIFFUSION,2.087E-2,2.363,5.967,1.650,0.885,0.045,0.287,0.691,1.845,0.264,0.427,0.173,0.120,0.049,0.059,0.147,0.582
59,131,11,21,31,NORM. DIFFUSION,1.728E-2,5.684,7.673,1.857,0.810,0.032,0.234,0.280,2.338,0.632,0.269,0.195,0.018,0.044,1.000,0.997,0.540
61,137,13,18,30,NORM. DIFFUSION,3.429E-2,1.157,6.292,1.730,0.985,0.053,0.269,0.413,1.953,0.952,-0.103,0.204,-0.006,0.024,0.580,0.799,0.578
64,139,12,16,27,NORM. DIFFUSION,8.34E-3,2.140,3.877,1.630,0.310,0.083,0.396,0.276,1.349,0.742,0.027,0.206,0.131,0.015,0.565,0.694,0.483
69,153,11,22,32,NORM. DIFFUSION,3.595E-2,3.724,4.015,1.684,0.982,0.080,0.356,0.531,3.627,0.912,0.407,0.211,0.042,0.029,0.569,0.780,0.544
70,157,13,21,33,NORM. DIFFUSION,1.034E-2,0.763,6.858,2.070,0.999,0.005,0.095,0.080,1.376,0.667,0.227,0.289,0.157,0.024,0.497,0.518,0.594
83,172,15,35,49,NORM. DIFFUSION,2.158E-2,1.611,5.091,1.597,0.846,0.020,0.195,0.295,1.389,0.574,1.885,0.393,0.193,0.028,0.564,0.745,0.559
84,174,22,27,48,NORM. DIFFUSION,3.267E-2,7.473,7.020,2.068,0.987,0.005,0.082,0.102,2.405,1.005,-0.125,0.031,0.023,0.018,0.888,0.955,0.757
88,178,14,74,87,NORM. DIFFUSION,5.578E-2,3.803,7.003,1.824,0.857,0.002,0.055,0.105,2.433,0.844,0.450,0.177,3.544,0.034,0.668,0.861,0.598
90,179,12,28,39,NORM. DIFFUSION,1.843E-2,1.000,6.067,1.570,0.484,0.093,0.392,0.705,3.645,0.410,0.358,0.078,0.191,0.027,0.906,0.974,0.601
93,185,40,39,78,NORM. DIFFUSION,3.267E-2,0.659,0.254,1.736,0.685,0.003,0.072,0.102,1.771,0.823,0.535,0.144,0.065,0.032,0.814,0.857,0.575
94,187,12,46,57,NORM. DIFFUSION,3.972E-2,6.267,0.623,1.589,0.371,0.026,0.206,0.309,1.449,0.755,0.291,0.253,-0.018,0.033,0.774,0.802,0.584
98,190,14,35,48,NORM. DIFFUSION,4.919E-2,2.043,6.734,1.601,0.930,0.004,0.083,0.105,1.922,1.250,0.760,0.481,-0.049,0.036,0.978,0.992,0.627
104,196,13,31,43,NORM. DIFFUSION,7.326E-2,7.892,5.018,1.851,0.964,0.025,0.211,0.457,2.360,0.814,0.562,0.229,0.122,0.035,0.605,0.828,0.514
106,199,26,38,63,NORM. DIFFUSION,4.243E-2,1.046,5.632,1.728,0.858,0.029,0.213,0.414,2.239,0.689,0.288,0.216,0.162,0.034,0.917,0.930,0.604
113,211,12,43,54,NORM. DIFFUSION,7.055E-2,7.650,3.290,1.731,0.742,0.013,0.151,0.309,1.655,0.531,0.337,0.341,0.203,0.052,0.436,0.258,0.663
118,226,14,45,58,NORM. DIFFUSION,1.14E-2,4.369,7.166,2.072,0.966,0.014,0.154,0.262,4.166,0.304,0.642,0.076,0.474,0.046,0.218,0.349,0.587
126,240,12,66,77,NORM. DIFFUSION,4.281E-2,1.840,6.633,1.862,0.912,0.014,0.150,0.276,1.685,0.743,0.219,0.193,0.566,0.033,0.953,0.986,0.628
127,243,13,48,60,NORM. DIFFUSION,7.466E-2,5.388,0.982,1.614,0.725,0.057,0.363,0.646,2.301,0.828,1.916,0.380,-0.010,0.035,0.962,0.954,0.595
130,246,13,51,63,NORM. DIFFUSION,1.487E-2,4.960,5.822,1.920,0.065,0.028,0.215,0.283,2.121,0.503,0.144,0.129,0.056,0.033,0.843,0.773,0.785
142,254,11,52,62,NORM. DIFFUSION,4.525E-2,7.633,7.062,1.585,0.899,0.014,0.131,0.215,1.335,1.073,-0.310,0.436,1.080,0.051,0.903,0.951,0.558
155,264,11,81,91,NORM. DIFFUSION,3.587E-2,5.287,7.760,2.061,0.996,0.003,0.068,0.068,1.658,1.382,0.086,0.226,0.246,0.025,0.974,0.994,0.540
155,266,10,103,112,NORM. DIFFUSION,3.478E-2,5.260,7.908,1.536,-0.082,0.089,0.372,0.427,1.244,0.947,0.000,0.080,0.035,0.021,0.698,0.583,0.556
164,276,11,72,82,NORM. DIFFUSION,1.7E-1,1.324,6.651,1.901,0.985,0.020,0.171,0.481,1.319,1.094,0.178,0.142,0.159,0.049,0.974,0.984,0.575
165,278,14,68,81,NORM. DIFFUSION,4.638E-2,7.414,7.037,1.919,0.682,0.012,0.154,0.314,1.956,0.565,1.032,0.121,0.434,0.049,0.376,0.583,0.482
168,280,11,71,81,NORM. DIFFUSION,9.704E-3,6.153,0.593,1.502,0.867,0.118,0.432,0.495,1.405,0.522,-0.076,0.260,-0.061,0.012,0.168,0.393,0.556
171,287,17,91,107,NORM. DIFFUSION,6.278E-3,5.238,5.748,1.545,0.113,0.038,0.235,0.229,1.597,0.478,0.122,0.475,0.202,0.025,0.912,0.901,0.619
174,299,14,83,96,NORM. DIFFUSION,9.073E-3,6.906,3.880,2.244,0.976,0.016,0.153,0.148,1.909,0.624,0.043,0.095,0.354,0.019,0.840,0.884,0.622
179,302,12,80,91,NORM. DIFFUSION,6.23E-2,0.603,3.783,1.661,0.968,0.013,0.140,0.223,2.235,0.831,-0.132,0.419,0.120,0.024,0.494,0.394,0.605
184,312,15,94,108,NORM. DIFFUSION,2.371E-2,2.459,3.053,1.759,0.842,0.013,0.129,0.175,1.609,0.731,-0.065,0.385,1.208,0.037,0.214,0.335,0.666
184,314,25,123,147,NORM. DIFFUSION,2.001E-3,2.570,3.112,1.958,0.939,8.511E-4,0.036,0.028,2.569,0.316,-0.051,0.212,0.045,0.023,0.053,0.144,0.643
189,319,11,82,92,NORM. DIFFUSION,1.184E-2,3.575,5.527,2.176,0.897,0.000,0.000,0.000,1.224,0.278,0.660,0.221,0.016,0.040,0.263,0.463,0.550
197,325,13,87,99,NORM. DIFFUSION,9.727E-2,0.477,6.498,1.511,0.657,0.107,0.431,0.880,1.804,0.866,1.073,0.366,0.174,0.053,0.757,0.827,0.532
206,335,12,146,157,NORM. DIFFUSION,1.044E-2,6.157,0.473,1.539,0.729,0.060,0.302,0.276,1.882,0.748,1.507,0.319,0.068,0.006,0.976,0.991,0.613
210,338,11,101,111,NORM. DIFFUSION,9.994E-2,7.396,6.967,1.761,0.983,0.026,0.215,0.408,1.735,1.129,0.490,0.154,0.010,0.036,0.993,0.994,0.665
213,342,17,104,120,NORM. DIFFUSION,9.534E-3,5.235,4.113,1.867,0.782,0.017,0.150,0.134,1.407,0.821,-0.243,0.224,0.119,0.021,0.854,0.944,0.550
217,344,17,99,115,NORM. DIFFUSION,5.366E-2,0.551,1.329,1.662,-0.031,0.062,0.305,0.632,1.507,0.724,0.531,0.259,0.101,0.047,0.899,0.825,0.525
218,346,18,101,118,NORM. DIFFUSION,7.805E-2,7.556,3.367,1.953,0.985,0.034,0.223,0.573,1.350,0.744,0.143,0.096,0.016,0.036,0.746,0.871,0.727
219,348,20,99,118,NORM. DIFFUSION,7.81E-2,1.376,6.104,1.678,-0.079,0.021,0.191,0.400,1.517,0.739,0.080,0.138,-0.012,0.050,0.773,0.714,0.546
219,350,17,132,148,NORM. DIFFUSION,2.965E-2,1.689,6.513,1.749,0.415,6.064E-4,0.032,0.060,1.571,0.531,0.745,0.291,0.305,0.058,0.822,0.896,0.566
225,357,11,103,113,NORM. DIFFUSION,8.822E-3,4.516,3.607,2.076,0.988,0.030,0.226,0.152,1.962,0.927,-0.200,0.042,0.400,0.009,0.987,0.994,0.806
226,359,29,105,133,NORM. DIFFUSION,1.243E-2,3.572,6.708,1.785,0.890,0.032,0.226,0.262,2.516,0.664,0.374,0.083,0.057,0.021,0.811,0.938,0.599
235,366,11,105,115,NORM. DIFFUSION,7.3E-2,4.040,5.778,1.849,0.965,0.051,0.268,0.577,2.029,0.934,-0.235,0.018,-0.017,0.039,0.899,0.951,0.882
238,368,24,111,134,NORM. DIFFUSION,5.317E-3,3.427,4.843,1.405,0.742,0.095,0.405,0.279,2.438,0.725,0.482,0.391,0.042,0.010,0.495,0.783,0.626
239,372,11,109,119,NORM. DIFFUSION,1.985E-3,1.516,5.080,1.831,0.799,0.013,0.146,0.152,1.269,0.167,-0.091,0.496,1.200,0.029,-0.053,0.027,0.456
240,376,15,143,157,NORM. DIFFUSION,6.326E-3,4.995,5.885,1.989,-0.227,0.005,0.083,0.109,1.748,0.225,-0.287,0.450,0.400,0.032,0.074,-9.150E-4,0.545
240,378,19,172,190,NORM. DIFFUSION,1.617E-2,4.973,5.954,1.507,0.539,0.045,0.270,0.338,1.551,0.670,0.220,0.537,0.156,0.018,0.875,0.966,0.603
241,383,11,116,126,NORM. DIFFUSION,9.186E-2,3.105,1.276,1.612,0.240,0.085,0.339,1.062,1.545,0.582,-0.153,0.330,0.080,0.094,0.868,0.832,0.558
245,387,10,113,122,NORM. DIFFUSION,7.811E-2,1.364,1.020,1.471,0.972,0.068,0.353,0.534,2.726,1.260,0.291,0.255,-0.087,0.026,0.964,0.975,0.601
260,396,15,122,136,NORM. DIFFUSION,2.677E-2,0.168,2.336,1.792,0.889,0.011,0.116,0.243,2.615,0.404,-0.341,0.388,0.070,0.021,0.302,0.237,0.606
263,398,17,124,140,NORM. DIFFUSION,3.531E-2,5.332,4.725,1.850,0.937,0.036,0.247,0.452,7.060,0.671,0.236,0.034,0.431,0.047,0.365,0.653,0.696
268,399,11,128,138,NORM. DIFFUSION,4.242E-2,2.556,5.091,1.643,0.979,0.121,0.406,0.693,1.730,0.944,-0.165,0.225,-0.019,0.034,0.428,0.692,0.640
273,403,14,147,160,NORM. DIFFUSION,1.438E-2,3.071,4.283,1.989,0.849,0.028,0.197,0.216,2.127,0.762,0.045,0.245,0.535,0.022,0.990,0.994,0.590
276,408,23,141,163,NORM. DIFFUSION,1.374E-2,2.038,6.259,1.971,0.767,0.003,0.070,0.069,1.520,0.814,0.134,0.147,0.039,0.019,0.657,0.842,0.614
276,411,27,199,225,NORM. DIFFUSION,9.73E-3,2.739,6.453,1.465,0.636,0.049,0.294,0.185,1.632,0.876,0.032,0.453,0.118,0.007,0.699,0.879,0.566
282,414,11,144,154,NORM. DIFFUSION,1.744E-1,0.331,5.509,1.685,0.103,0.058,0.307,0.723,2.808,0.990,0.626,0.223,0.260,0.068,0.676,0.580,0.547
289,418,12,150,161,NORM. DIFFUSION,9.332E-13,7.630,2.460,2.126,-0.227,0.011,0.146,0.195,2.697,9.907E-13,1.220,0.390,6.527,0.043,-0.105,-0.105,0.489
292,423,22,153,174,NORM. DIFFUSION,5.53E-2,5.527,5.980,1.911,0.797,0.028,0.201,0.378,2.318,0.809,0.069,0.224,0.040,0.044,0.891,0.933,0.561
293,426,12,156,167,NORM. DIFFUSION,9.865E-2,2.920,5.103,1.684,0.765,0.068,0.310,0.618,1.988,1.117,0.101,0.009,-0.071,0.040,0.959,0.961,0.720
294,427,22,156,177,NORM. DIFFUSION,2.628E-2,4.509,3.484,1.821,0.943,3.270E-4,0.025,0.032,1.645,0.758,1.301,0.472,0.111,0.029,0.893,0.945,0.543
300,434,15,163,177,NORM. DIFFUSION,2.623E-3,3.309,4.685,1.898,0.988,0.013,0.139,0.137,2.995,0.293,-0.079,0.067,1.000,0.020,-0.030,0.061,0.648
316,450,57,174,230,NORM. DIFFUSION,2.841E-2,6.333,0.602,1.702,0.693,0.013,0.147,0.198,2.124,0.837,0.501,0.118,0.100,0.029,0.741,0.933,0.618
325,465,23,222,244,NORM. DIFFUSION,3.434E-3,4.774,2.870,1.893,0.934,0.025,0.219,0.124,1.742,0.546,0.422,0.097,-0.004,0.015,0.437,0.612,0.581
328,469,11,184,194,NORM. DIFFUSION,6.888E-2,3.182,0.862,1.682,0.847,0.036,0.270,0.430,1.142,0.950,0.883,0.308,0.633,0.037,0.931,0.944,0.561
344,480,15,189,203,NORM. DIFFUSION,9.205E-2,4.803,5.611,1.793,0.949,0.056,0.273,0.729,1.903,0.843,-0.010,0.084,0.048,0.032,0.519,0.725,0.705
346,481,14,197,210,NORM. DIFFUSION,4.169E-11,3.906,7.960,1.955,-0.227,0.010,0.143,0.052,2.012,2.583E-13,0.238,0.693,0.015,0.010,-0.083,-0.083,0.462
347,482,20,195,214,NORM. DIFFUSION,6.951E-3,7.130,1.752,1.757,0.797,0.021,0.168,0.202,5.089,0.482,-0.063,0.034,0.747,0.018,0.163,0.420,0.660
350,487,12,202,213,NORM. DIFFUSION,2.471E-2,2.447,3.970,1.857,-0.227,0.083,0.331,0.450,2.360,0.745,-0.298,0.062,0.157,0.023,0.765,0.618,0.710
351,490,12,201,212,NORM. DIFFUSION,1.271E-1,3.137,7.873,1.494,0.888,0.081,0.382,0.861,1.394,0.923,0.583,0.447,0.078,0.054,0.748,0.830,0.545
357,494,11,206,216,NORM. DIFFUSION,1.269E-1,2.662,5.465,1.693,0.842,0.097,0.341,0.793,1.058,1.204,-0.411,0.131,0.013,0.039,0.956,0.979,0.600
361,495,11,213,223,NORM. DIFFUSION,1.132E-2,1.196,4.593,1.652,0.739,0.142,0.403,0.481,2.262,0.678,-0.401,0.396,0.013,0.023,0.795,0.900,0.589
377,509,10,236,245,NORM. DIFFUSION,4.272E-3,6.720,0.860,1.784,0.193,0.043,0.229,0.227,2.055,0.365,-0.388,0.253,0.267,0.026,0.951,0.910,0.522
378,513,14,241,254,NORM. DIFFUSION,9.319E-3,4.943,5.797,1.654,0.769,0.060,0.297,0.335,1.435,0.560,0.433,0.410,-0.007,0.031,0.683,0.852,0.541
380,514,19,235,253,NORM. DIFFUSION,1.487E-1,4.465,5.558,1.745,0.926,0.002,0.056,0.119,2.691,1.148,-0.136,0.061,0.151,0.042,0.690,0.865,0.728
381,518,15,234,248,NORM. DIFFUSION,8.783E-2,7.843,7.528,1.900,0.972,8.230E-4,0.036,0.069,1.528,0.949,0.227,0.151,-0.027,0.047,0.804,0.800,0.677
385,523,18,242,259,NORM. DIFFUSION,2.727E-2,3.531,7.867,1.953,0.912,0.011,0.129,0.160,3.201,0.876,0.002,0.072,0.039,0.032,0.966,0.973,0.631
389,526,24,248,271,NORM. DIFFUSION,2.149E-2,3.282,4.265,2.066,0.996,0.016,0.163,0.209,1.476,0.729,1.658,0.036,0.053,0.019,0.822,0.905,0.674
393,530,17,249,265,NORM. DIFFUSION,1.093E-1,2.958,5.798,1.927,0.865,0.022,0.173,0.403,2.659,1.024,-0.208,0.042,-0.007,0.027,0.974,0.976,0.728
394,532,11,261,271,NORM. DIFFUSION,2.397E-2,6.815,1.422,1.885,0.609,0.051,0.267,0.288,1.735,0.933,-0.089,0.121,0.156,0.027,0.806,0.798,0.650
397,535,11,261,271,NORM. DIFFUSION,5.256E-3,1.360,5.713,1.947,0.965,0.084,0.323,0.490,1.469,0.203,-0.269,0.135,0.111,0.020,-0.088,-0.067,0.584
404,539,12,261,272,NORM. DIFFUSION,1.888E-2,4.263,0.880,1.753,0.922,0.021,0.210,0.276,1.372,0.578,0.497,0.114,0.345,0.027,0.472,0.701,0.588
408,545,10,285,294,NORM. DIFFUSION,6.242E-2,7.136,4.568,1.595,0.750,0.044,0.246,0.676,1.513,0.613,-0.167,0.196,0.293,0.050,0.781,0.890,0.723
413,548,21,263,283,NORM. DIFFUSION,7.716E-2,3.640,3.949,1.595,0.883,0.048,0.272,0.505,1.234,0.957,0.833,0.136,-0.045,0.036,0.853,0.906,0.636
