 ,Time(s)
1,0.065
2,1.065
3,2.066
4,2.354
5,2.537
6,2.684
7,2.831
8,2.978
9,3.125
10,3.272
11,3.419
12,3.566
13,3.713
14,3.860
15,4.007
16,4.154
17,4.300
18,4.447
19,4.594
20,4.741
21,4.888
22,5.035
23,5.182
24,5.329
25,5.476
26,5.623
27,5.770
28,5.917
29,6.063
30,6.210
31,6.357
32,6.504
33,6.651
34,6.798
35,6.945
36,7.092
37,7.239
38,7.386
39,7.533
40,7.680
41,7.827
42,7.974
43,8.121
44,8.268
45,8.415
46,8.562
47,8.709
48,8.856
49,9.003
50,9.151
51,9.298
52,9.445
53,9.591
54,9.739
55,9.886
56,10.033
57,10.180
58,10.327
59,10.474
60,10.621
61,10.768
62,10.915
63,11.062
64,11.209
65,11.356
66,11.503
67,11.650
68,11.797
69,11.944
70,12.091
71,12.238
72,12.385
73,12.532
74,12.679
75,12.826
76,12.973
77,13.120
78,13.267
79,13.414
80,13.561
81,13.708
82,13.855
83,14.002
84,14.149
85,14.296
86,14.443
87,14.590
88,14.737
89,14.884
90,15.031
91,15.178
92,15.324
93,15.472
94,15.619
95,15.766
96,15.913
97,16.060
98,16.206
99,16.353
100,16.501
101,16.648
102,16.794
103,16.941
104,17.088
105,17.235
106,17.383
107,17.530
108,17.677
109,17.824
110,17.971
111,18.117
112,18.264
113,18.411
114,18.559
115,18.706
116,18.853
117,19.000
118,19.147
119,19.294
120,19.441
121,19.588
122,19.735
123,19.882
124,20.029
125,20.176
126,20.323
127,20.470
128,20.617
129,20.764
130,20.911
131,21.058
132,21.205
133,21.352
134,21.499
135,21.646
136,21.793
137,21.940
138,22.087
139,22.234
140,22.381
141,22.528
142,22.675
143,22.822
144,22.969
145,23.116
146,23.263
147,23.410
148,23.557
149,23.704
150,23.851
151,23.998
152,24.145
153,24.292
154,24.438
155,24.585
156,24.732
157,24.879
158,25.026
159,25.172
160,25.319
161,25.466
162,25.613
163,25.760
164,25.907
165,26.054
166,26.201
167,26.348
168,26.495
169,26.642
170,26.789
171,26.936
172,27.083
173,27.230
174,27.377
175,27.524
176,27.671
177,27.818
178,27.965
179,28.112
180,28.259
181,28.406
182,28.553
183,28.701
184,28.848
185,28.995
186,29.142
187,29.289
188,29.436
189,29.583
190,29.730
191,29.877
192,30.024
193,30.171
194,30.318
195,30.465
196,30.612
197,30.759
198,30.906
199,31.053
200,31.200
201,31.347
202,31.494
203,31.641
204,31.788
205,31.935
206,32.082
207,32.228
