 ,Time(s)
1,0.067
2,1.068
3,2.067
4,2.359
5,2.506
6,2.652
7,2.799
8,2.946
9,3.093
10,3.240
11,3.387
12,3.534
13,3.681
14,3.828
15,3.974
16,4.122
17,4.269
18,4.416
19,4.563
20,4.710
21,4.857
22,5.003
23,5.151
24,5.297
25,5.444
26,5.591
27,5.738
28,5.885
29,6.032
30,6.179
31,6.325
32,6.472
33,6.619
34,6.766
35,6.913
36,7.060
37,7.207
38,7.354
39,7.502
40,7.648
41,7.795
42,7.942
43,8.089
44,8.236
45,8.383
46,8.530
47,8.677
48,8.824
49,8.971
50,9.118
51,9.265
52,9.412
53,9.559
54,9.706
55,9.853
56,10.000
57,10.147
58,10.294
59,10.476
60,10.623
61,10.770
62,10.917
63,11.064
64,11.211
65,11.358
66,11.505
67,11.651
68,11.799
69,11.945
70,12.092
71,12.239
72,12.386
73,12.533
74,12.680
75,12.827
76,12.974
77,13.121
78,13.268
79,13.415
80,13.562
81,13.709
82,13.856
83,14.003
84,14.150
85,14.296
86,14.443
87,14.590
88,14.737
89,14.884
90,15.031
91,15.177
92,15.324
93,15.471
94,15.618
95,15.765
96,15.912
97,16.059
98,16.206
99,16.353
100,16.499
101,16.646
102,16.793
103,16.940
104,17.087
105,17.234
106,17.381
107,17.528
108,17.675
109,17.822
110,17.968
111,18.116
112,18.263
113,18.410
114,18.557
115,18.704
116,18.851
117,18.998
118,19.144
119,19.291
120,19.438
121,19.585
122,19.732
123,19.879
124,20.025
125,20.172
126,20.319
127,20.466
128,20.613
129,20.760
130,20.907
131,21.053
132,21.200
133,21.347
134,21.494
135,21.641
136,21.788
137,21.935
138,22.082
139,22.229
140,22.376
141,22.523
142,22.669
143,22.816
144,22.963
145,23.110
146,23.257
147,23.404
148,23.551
149,23.697
150,23.844
151,23.991
152,24.138
153,24.285
154,24.432
155,24.579
156,24.726
157,24.873
158,25.020
159,25.167
160,25.313
161,25.461
162,25.607
163,25.754
164,25.901
165,26.048
166,26.195
167,26.342
168,26.489
169,26.635
170,26.782
171,26.929
172,27.076
173,27.223
174,27.370
175,27.517
176,27.664
177,27.811
178,27.958
179,28.105
180,28.252
181,28.399
182,28.546
183,28.693
184,28.839
185,28.986
186,29.133
187,29.280
188,29.427
189,29.574
190,29.721
191,29.868
192,30.015
193,30.162
194,30.309
195,30.456
196,30.603
197,30.751
198,30.898
199,31.045
200,31.192
201,31.339
202,31.486
203,31.633
204,31.780
205,31.927
206,32.074
207,32.221
